,Date,weighted_Volume
290,Dec 16  2018,885098.4210905285
291,Dec 15  2018,993249.670043384
292,Dec 14  2018,2061186.1092088644
293,Dec 13  2018,710252.33145959
294,Dec 12  2018,751810.0049137574
295,Dec 11  2018,936286.4847556031
296,Dec 10  2018,953183.1956349807
297,Dec 09  2018,869346.0033945008
298,Dec 08  2018,818066.5932764548
299,Dec 07  2018,1453227.3112350588
300,Dec 06  2018,1510133.5540517326
301,Dec 05  2018,859024.0178826266
302,Dec 04  2018,935175.3914924302
303,Dec 03  2018,966360.1474153744
304,Dec 02  2018,882809.6357373224
305,Dec 01  2018,1101153.576943513
306,Nov 30  2018,1274147.7139202587
307,Nov 29  2018,1422927.9277744147
308,Nov 28  2018,1663262.0610622296
309,Nov 27  2018,951238.3609463009
310,Nov 26  2018,1121755.046299647
311,Nov 25  2018,1391501.5000569231
312,Nov 24  2018,1041376.3227562923
313,Nov 23  2018,1442780.444080406
314,Nov 22  2018,1084432.992375672
315,Nov 21  2018,1502575.6928237888
316,Nov 20  2018,2347328.7778102267
317,Nov 19  2018,2846468.4252552176
318,Nov 18  2018,1346741.177281821
319,Nov 17  2018,1855562.500408371
320,Nov 16  2018,2205323.813861905
321,Nov 15  2018,2446728.4007560057
322,Nov 14  2018,1839272.2608163801
323,Nov 13  2018,1045510.8518514053
324,Nov 12  2018,1528025.2698803784
325,Nov 11  2018,1195517.769792041
326,Nov 10  2018,1468440.0662931313
327,Nov 09  2018,1501795.2055186501
328,Nov 08  2018,1140989.697114613
329,Nov 07  2018,1152914.6796660104
330,Nov 06  2018,1630163.0570970923
331,Nov 05  2018,1404071.6518026027
332,Nov 04  2018,1551292.2607919774
333,Nov 03  2018,1352864.3073461244
334,Nov 02  2018,1189422.285248112
335,Nov 01  2018,1012240.3054906277
336,Oct 31  2018,1877006.9293377039
337,Oct 30  2018,2076794.056804394
338,Oct 29  2018,3674009.7558267764
339,Oct 28  2018,5136590.94520745
340,Oct 27  2018,2135544.961322099
341,Oct 26  2018,2063601.4567018775
342,Oct 25  2018,5003066.421683616
343,Oct 24  2018,16048017.39959458
344,Oct 23  2018,22306534.289906543
345,Oct 22  2018,587730.9551841564
346,Oct 21  2018,747778.9685170176
347,Oct 20  2018,893711.970906662
348,Oct 19  2018,502445.7779257449
349,Oct 18  2018,639404.3207950214
350,Oct 17  2018,2334831.1829639776
351,Oct 16  2018,2769721.859994953
352,Oct 15  2018,1122561.7757642902
353,Oct 14  2018,239323.29205776256
354,Oct 13  2018,490337.633638383
355,Oct 12  2018,1989755.1935083517
356,Oct 11  2018,9739288.702861182
357,Oct 10  2018,1572870.5612140577
358,Oct 09  2018,4845220.371725851
359,Oct 08  2018,1615891.2132903745
360,Oct 07  2018,224577.60815146868
361,Oct 06  2018,613367.6880944623
362,Oct 05  2018,1132572.4701254633
363,Oct 04  2018,1819586.4337468036
364,Oct 03  2018,672317.9715285079
365,Oct 02  2018,1252985.8684239022
366,Oct 01  2018,691216.4981668041
367,Sep 30  2018,2660334.63641896
368,Sep 29  2018,3248431.3960646843
369,Sep 28  2018,1117245.39111472
370,Sep 27  2018,959564.7025785747
371,Sep 26  2018,932957.3967558193
372,Sep 25  2018,696865.1165031051
373,Sep 24  2018,693988.169444249
374,Sep 23  2018,770311.0758197344
375,Sep 22  2018,687795.0068461029
376,Sep 21  2018,1262963.3308411667
377,Sep 20  2018,609184.6405735331
378,Sep 19  2018,781352.2861139384
379,Sep 18  2018,717804.9413365537
380,Sep 17  2018,929918.0215593675
381,Sep 16  2018,321012.7608564487
382,Sep 15  2018,600157.3893992766
383,Sep 14  2018,13329600.905935751
384,Sep 13  2018,1209239.1118242715
385,Sep 12  2018,691295.3864272181
386,Sep 11  2018,800857.2139503313
387,Sep 10  2018,498227.43840737455
388,Sep 09  2018,734444.0037205666
389,Sep 08  2018,798999.4216956527
390,Sep 07  2018,8366811.012142957
391,Sep 06  2018,1291007.550864193
392,Sep 05  2018,2194251.59146533
393,Sep 04  2018,2520546.063372667
394,Sep 03  2018,1403011.474978033
395,Sep 02  2018,1755832.54252998
396,Sep 01  2018,2547181.1682946254
397,Aug 31  2018,902422.7110131644
398,Aug 30  2018,3298393.276772408
399,Aug 29  2018,1427067.1549191682
400,Aug 28  2018,1648332.636721469
401,Aug 27  2018,2850859.289372077
402,Aug 26  2018,6102134.305036543
403,Aug 25  2018,6887782.550334749
404,Aug 24  2018,7289942.295747805
405,Aug 23  2018,7250167.168689954
406,Aug 22  2018,1692887.7196180995
407,Aug 21  2018,2614444.959975889
408,Aug 20  2018,1678402.082525241
409,Aug 19  2018,925003.5041082152
410,Aug 18  2018,1573703.6838210332
411,Aug 17  2018,1451891.041826767
412,Aug 16  2018,1028006.0218408315
413,Aug 15  2018,1658123.8232310112
414,Aug 14  2018,2411065.1806577207
415,Aug 13  2018,1231214.6655535928
416,Aug 12  2018,916587.2431467219
417,Aug 11  2018,1297224.908699263
418,Aug 10  2018,1113113.9062695047
419,Aug 09  2018,1686459.9513581104
420,Aug 08  2018,1873408.9538558829
421,Aug 07  2018,1425117.768795584
422,Aug 06  2018,1285144.3978563924
423,Aug 05  2018,1324633.779079233
424,Aug 04  2018,1847145.5234167448
425,Aug 03  2018,2268617.419584781
426,Aug 02  2018,2059211.6542157123
427,Aug 01  2018,2322385.497273383
428,Jul 31  2018,2418810.6997173885
429,Jul 30  2018,2650377.2274044193
430,Jul 29  2018,2561156.4524224866
431,Jul 28  2018,2214925.090781022
432,Jul 27  2018,3544112.704613962
433,Jul 26  2018,3197858.8649308337
434,Jul 25  2018,2729205.5393168605
435,Jul 24  2018,5495884.20932999
436,Jul 23  2018,2969583.668444479
437,Jul 22  2018,2146461.1932020453
438,Jul 21  2018,2421093.63055318
439,Jul 20  2018,2912623.87088306
440,Jul 19  2018,3161201.5219941926
441,Jul 18  2018,3869924.288491565
442,Jul 17  2018,4964207.757105287
443,Jul 16  2018,3876577.621276276
444,Jul 15  2018,3041048.98024914
445,Jul 14  2018,5442497.217794664
446,Jul 13  2018,10199140.769220522
447,Jul 12  2018,2601383.3934573787
448,Jul 11  2018,2219719.1048147148
449,Jul 10  2018,2563411.5155840884
450,Jul 09  2018,2632541.9697274095
451,Jul 08  2018,2113399.3358032727
452,Jul 07  2018,2319961.752640718
453,Jul 06  2018,4270818.994137819
454,Jul 05  2018,7623303.213823671
455,Jul 04  2018,2984381.8517945083
456,Jul 03  2018,2633697.056362019
457,Jul 02  2018,2597142.032914503
458,Jul 01  2018,3601198.476075216
459,Jun 30  2018,2356171.7569918204
460,Jun 29  2018,3557143.8629267733
461,Jun 28  2018,5197514.137959534
462,Jun 27  2018,8552269.169774663
463,Jun 26  2018,7944958.988843215
464,Jun 25  2018,7984295.028827418
465,Jun 24  2018,8479468.644507863
466,Jun 23  2018,8510989.291587858
467,Jun 22  2018,12276501.689355839
468,Jun 21  2018,9604776.330563301
469,Jun 20  2018,9049197.748932686
470,Jun 19  2018,6904485.799349906
471,Jun 18  2018,6007823.70183042
472,Jun 17  2018,7644042.623636935
473,Jun 16  2018,5182018.981388355
474,Jun 15  2018,12339687.849591864
475,Jun 14  2018,9378442.058206309
476,Jun 13  2018,5920054.983527315
477,Jun 12  2018,4046397.7541050734
478,Jun 11  2018,4099959.944765028
479,Jun 10  2018,4921669.068707313
480,Jun 09  2018,5010476.081676136
481,Jun 08  2018,5262557.356426238
482,Jun 07  2018,4317111.006010277
483,Jun 06  2018,2996885.219371608
484,Jun 05  2018,2935977.582398817
485,Jun 04  2018,3901008.3028752916
486,Jun 03  2018,3986568.248425396
487,Jun 02  2018,2890536.23943085
488,Jun 01  2018,2522633.0732926354
489,May 31  2018,3043567.9323559087
490,May 30  2018,3028701.042622335
491,May 29  2018,6253664.158423103
492,May 28  2018,3720107.172937878
493,May 27  2018,4841280.139621778
494,May 26  2018,3886357.339948308
495,May 25  2018,4879470.276962547
496,May 24  2018,6769795.536692807
497,May 23  2018,9821572.90623291
498,May 22  2018,4913969.463277067
499,May 21  2018,10818279.425627762
500,May 20  2018,12912721.97851498
501,May 19  2018,11254477.073034696
502,May 18  2018,11820918.365685632
503,May 17  2018,9459983.213506993
504,May 16  2018,9341889.94619302
505,May 15  2018,8985834.915372616
506,May 14  2018,8824496.143062549
507,May 13  2018,6671760.775635858
508,May 12  2018,6683512.412191708
509,May 11  2018,13730058.268786056
510,May 10  2018,4385030.794097967
511,May 09  2018,6300809.087134731
512,May 08  2018,3899581.2778798323
513,May 07  2018,7565147.079685389
514,May 06  2018,4522367.634215318
515,May 05  2018,6602463.810255297
516,May 04  2018,58389858.4060666
517,May 03  2018,3502058.6174701666
518,May 02  2018,2006222.859075153
519,May 01  2018,2815341.2304092157
520,Apr 30  2018,4443930.93518488
521,Apr 29  2018,2486290.082601373
522,Apr 28  2018,4839791.228895012
523,Apr 27  2018,4007872.5019034273
524,Apr 26  2018,5053857.704429737
525,Apr 25  2018,25108626.20496235
526,Apr 24  2018,5865587.564383481
527,Apr 23  2018,9554319.945081918
528,Apr 22  2018,12500156.225568166
529,Apr 21  2018,13608851.699124634
530,Apr 20  2018,13051945.647493578
531,Apr 19  2018,11902562.474245215
532,Apr 18  2018,11440091.387964386
533,Apr 17  2018,11413329.096144522
534,Apr 16  2018,9402849.035100657
535,Apr 15  2018,12470924.79504351
536,Apr 14  2018,16360535.42681399
537,Apr 13  2018,18728114.145224065
538,Apr 12  2018,20786261.62998087
539,Apr 11  2018,17805963.33684931
540,Apr 10  2018,16772614.832084296
541,Apr 09  2018,7311548.318890603
542,Apr 08  2018,401984.4631927834
543,Apr 07  2018,1172911.1463209116
544,Apr 06  2018,540114.3669867273
545,Apr 05  2018,462877.0340424193
546,Apr 04  2018,465549.44645467505
547,Apr 03  2018,686080.665947829
548,Apr 02  2018,776860.8822587323
549,Apr 01  2018,276566.1474654406
550,Mar 31  2018,271827.26868580247
551,Mar 30  2018,484003.2631757115
552,Mar 29  2018,718616.1571006791
553,Mar 28  2018,360876.5261699868
554,Mar 27  2018,284098.41599347186
555,Mar 26  2018,568629.2240696612
556,Mar 25  2018,409036.3410337197
557,Mar 24  2018,454985.15038084914
558,Mar 23  2018,539619.821483947
559,Mar 22  2018,395741.8770680395
560,Mar 21  2018,426329.5554042949
561,Mar 20  2018,440017.15610553307
562,Mar 19  2018,486249.4741069103
563,Mar 18  2018,669209.6777045159
564,Mar 17  2018,413726.8854671553
565,Mar 16  2018,575242.3083513442
566,Mar 15  2018,1790171.222881954
567,Mar 14  2018,481486.0144865115
568,Mar 13  2018,462677.6048186155
569,Mar 12  2018,509846.8675512596
570,Mar 11  2018,707573.2009615104
571,Mar 10  2018,572084.3267545248
572,Mar 09  2018,977988.4376326493
573,Mar 08  2018,895524.007730842
574,Mar 07  2018,1532984.3183195388
575,Mar 06  2018,835127.3052237312
576,Mar 05  2018,1314281.39270891
577,Mar 04  2018,1127561.8815339745
578,Mar 03  2018,1042614.6327092061
579,Mar 02  2018,1388003.7939226485
580,Mar 01  2018,1205216.9285781586
581,Feb 28  2018,2254789.923691498
582,Feb 27  2018,653446.6219911118
583,Feb 26  2018,838654.7919081216
584,Feb 25  2018,2739320.438312848
585,Feb 24  2018,689315.9793024793
586,Feb 23  2018,674269.9985165882
587,Feb 22  2018,747735.3344152155
588,Feb 21  2018,1224361.818101501
589,Feb 20  2018,1708376.9882345588
590,Feb 19  2018,1058995.62924469
591,Feb 18  2018,1199291.3346774029
592,Feb 17  2018,1673703.367961011
593,Feb 16  2018,928257.995458306
594,Feb 15  2018,1178336.8044311297
595,Feb 14  2018,827337.6855758263
596,Feb 13  2018,863233.1837455177
597,Feb 12  2018,861615.4582267214
598,Feb 11  2018,587572.9629810973
599,Feb 10  2018,1238813.454107771
600,Feb 09  2018,1702519.062395977
601,Feb 08  2018,919926.162739356
602,Feb 07  2018,938391.4931049045
603,Feb 06  2018,2282854.6600681217
604,Feb 05  2018,1212653.2613040777
605,Feb 04  2018,1203112.2151569647
606,Feb 03  2018,1274253.0255588847
607,Feb 02  2018,2891075.6991505474
608,Feb 01  2018,2114176.9231879497
609,Jan 31  2018,4213319.819279082
610,Jan 30  2018,6993497.745878589
611,Jan 29  2018,4452724.882529171
612,Jan 28  2018,1396201.4632693876
613,Jan 27  2018,1293315.8404509376
614,Jan 26  2018,1883871.061131823
615,Jan 25  2018,984315.5839156993
616,Jan 24  2018,868220.0348144722
617,Jan 23  2018,1003892.991685775
618,Jan 22  2018,1399747.553599594
619,Jan 21  2018,1160111.241823811
620,Jan 20  2018,2477652.820439954
621,Jan 19  2018,9196031.20216067
622,Jan 18  2018,2690143.321444929
623,Jan 17  2018,2490503.3384636077
624,Jan 16  2018,4620790.959845149
625,Jan 15  2018,2978931.5751810963
626,Jan 14  2018,3625477.806224279
627,Jan 13  2018,3783602.4682545518
628,Jan 12  2018,2940199.1011964455
629,Jan 11  2018,4119925.0402143877
630,Jan 10  2018,3128768.2166476916
631,Jan 09  2018,5615250.990092936
632,Jan 08  2018,4877518.568734593
633,Jan 07  2018,5273580.372618413
634,Jan 06  2018,2998993.010605789
635,Jan 05  2018,5375825.1606520675
636,Jan 04  2018,4606007.852251773
637,Jan 03  2018,5849744.615346364
638,Jan 02  2018,6040509.028087648
639,Jan 01  2018,3457379.380839669
640,Dec 31  2017,2887867.9461353966
641,Dec 30  2017,3649638.719924015
642,Dec 29  2017,4259229.670577978
643,Dec 28  2017,2861527.5414846004
644,Dec 27  2017,3864793.0268189283
645,Dec 26  2017,5030036.618654972
646,Dec 25  2017,2905725.7705906928
647,Dec 24  2017,4240065.126867781
648,Dec 23  2017,3350590.657912211
649,Dec 22  2017,4622032.729269909
650,Dec 21  2017,6918700.012519516
651,Dec 20  2017,6302696.045067038
652,Dec 19  2017,8013026.654940274
653,Dec 18  2017,6180028.748545975
654,Dec 17  2017,6123484.304221723
655,Dec 16  2017,5618201.44542538
656,Dec 15  2017,3640304.5336344466
657,Dec 14  2017,2973303.6433505313
658,Dec 13  2017,6682014.654273648
659,Dec 12  2017,3889359.9505374227
660,Dec 11  2017,1934319.4879802708
661,Dec 10  2017,4068792.6525685815
662,Dec 09  2017,1765072.718826947
663,Dec 08  2017,4592869.617875009
664,Dec 07  2017,4185871.5440365397
665,Dec 06  2017,4240123.990261182
666,Dec 05  2017,2996632.674310663
667,Dec 04  2017,2475458.3352253125
668,Dec 03  2017,3126580.6602150593
669,Dec 02  2017,2557308.7437266097
670,Dec 01  2017,3055709.60594282
671,Nov 30  2017,8402917.974771742
672,Nov 29  2017,9066084.436006386
673,Nov 28  2017,6275109.775775322
674,Nov 27  2017,10262930.380046384
675,Nov 26  2017,14806719.609279526
676,Nov 25  2017,4285614.409939511
677,Nov 24  2017,6482650.485710799
678,Nov 23  2017,4286579.628267985
679,Nov 22  2017,2314336.320085532
680,Nov 21  2017,875247.3965047846
681,Nov 20  2017,790555.6256222331
682,Nov 19  2017,1051421.4763659718
683,Nov 18  2017,706161.8577360009
684,Nov 17  2017,602216.8215315227
685,Nov 16  2017,710197.5868688333
686,Nov 15  2017,1092235.839442327
687,Nov 14  2017,478324.6533078263
688,Nov 13  2017,935040.4422406825
689,Nov 12  2017,1172197.7282760402
690,Nov 11  2017,880907.7924640462
691,Nov 10  2017,1473702.8371992102
692,Nov 09  2017,1037093.6074962051
693,Nov 08  2017,1095493.6098205876
694,Nov 07  2017,564398.6450251803
695,Nov 06  2017,598991.5394493566
696,Nov 05  2017,511581.29258904926
697,Nov 04  2017,970125.7171970677
698,Nov 03  2017,646954.6728647276
699,Nov 02  2017,776233.0275598421
700,Nov 01  2017,535195.0894908891
701,Oct 31  2017,634352.0344576304
702,Oct 30  2017,591358.6708949982
703,Oct 29  2017,1218633.2421479996
704,Oct 28  2017,720626.1159914861
705,Oct 27  2017,589163.5191192243
706,Oct 26  2017,1546725.1431395262
707,Oct 25  2017,1830299.740662339
708,Oct 24  2017,897182.2617863305
709,Oct 23  2017,471381.0333255179
710,Oct 22  2017,320164.25019197713
711,Oct 21  2017,643841.5775672325
712,Oct 20  2017,554402.4800032207
713,Oct 19  2017,238226.76273738284
714,Oct 18  2017,435131.43330658524
715,Oct 17  2017,475033.9449358109
716,Oct 16  2017,403595.0817781599
717,Oct 15  2017,356084.442903886
718,Oct 14  2017,444421.80640201946
719,Oct 13  2017,661430.9982345538
720,Oct 12  2017,646751.3734644513
721,Oct 11  2017,438332.2974530531
722,Oct 10  2017,682621.0126045835
723,Oct 09  2017,899569.5007912868
724,Oct 08  2017,706686.4991708345
725,Oct 07  2017,364452.1047270542
726,Oct 06  2017,473757.604780288
727,Oct 05  2017,433277.21199393936
