,Date,weighted_Volume
728,Oct 04  2017,474137.65687328397
729,Oct 03  2017,610146.6422521727
730,Oct 02  2017,1085483.463171424
731,Oct 01  2017,617518.2859283017
732,Sep 30  2017,469130.40041539347
733,Sep 29  2017,521093.377813923
734,Sep 28  2017,869551.2644797078
735,Sep 27  2017,1282036.2050590382
736,Sep 26  2017,770410.6697275472
737,Sep 25  2017,1023354.3183015742
738,Sep 24  2017,1000350.0959624193
739,Sep 23  2017,1371799.130385013
740,Sep 22  2017,1192799.7580688617
741,Sep 21  2017,2547911.0525533953
742,Sep 20  2017,4807384.303117867
743,Sep 19  2017,1437476.2099372642
744,Sep 18  2017,916887.5680153116
745,Sep 17  2017,562114.9791647262
746,Sep 16  2017,829615.1161305971
747,Sep 15  2017,1906484.4518870518
748,Sep 14  2017,1536086.2435276406
749,Sep 13  2017,1282347.8842235329
750,Sep 12  2017,672246.7157769277
751,Sep 11  2017,787709.0565640472
752,Sep 10  2017,708439.2457404843
753,Sep 09  2017,642897.6623156816
754,Sep 08  2017,1052022.5009145492
755,Sep 07  2017,591394.361169888
756,Sep 06  2017,741781.1648749248
757,Sep 05  2017,968018.0401043444
758,Sep 04  2017,1246245.2377530723
759,Sep 03  2017,530494.64937933
760,Sep 02  2017,923452.5758291207
761,Sep 01  2017,1562877.2491929668
762,Aug 31  2017,1131362.8154365546
763,Aug 30  2017,1456227.419167494
764,Aug 29  2017,2093009.9150134174
765,Aug 28  2017,1849805.2458316353
766,Aug 27  2017,2602230.0998046505
767,Aug 26  2017,3436358.085481248
768,Aug 25  2017,1582078.9863912296
769,Aug 24  2017,2229051.2471401133
770,Aug 23  2017,666252.3595448968
771,Aug 22  2017,872101.5268988812
772,Aug 21  2017,730778.6238037602
773,Aug 20  2017,750600.0244368792
774,Aug 19  2017,1033652.5103207121
775,Aug 18  2017,609082.6763158552
776,Aug 17  2017,743892.1819972035
777,Aug 16  2017,953487.3791544988
778,Aug 15  2017,1603125.4573718552
779,Aug 14  2017,1310251.59270884
780,Aug 13  2017,970174.7645030173
781,Aug 12  2017,1351331.1618108246
782,Aug 11  2017,1495698.5865172246
783,Aug 10  2017,684831.1997175174
784,Aug 09  2017,1138860.7436464054
785,Aug 08  2017,788556.9327721666
786,Aug 07  2017,771312.3204822601
787,Aug 06  2017,530430.5424930033
788,Aug 05  2017,759454.1056976132
789,Aug 04  2017,445157.63195606536
790,Aug 03  2017,526336.5508261255
791,Aug 02  2017,586529.0463467672
792,Aug 01  2017,1004285.1808710804
793,Jul 31  2017,1093545.0920170464
794,Jul 30  2017,1582029.9591699943
795,Jul 29  2017,2172196.925598191
796,Jul 28  2017,1177704.6459689606
797,Jul 27  2017,376034.3266894006
798,Jul 26  2017,425159.80343156826
799,Jul 25  2017,1351041.3394181782
800,Jul 24  2017,670587.4039413265
801,Jul 23  2017,659308.2459796127
802,Jul 22  2017,855208.5384766166
803,Jul 21  2017,601918.9702572284
804,Jul 20  2017,1102009.197155671
805,Jul 19  2017,732455.1072766655
806,Jul 18  2017,1236363.804630953
807,Jul 17  2017,979245.7885693207
808,Jul 16  2017,783078.1223361907
809,Jul 15  2017,718681.5126026787
810,Jul 14  2017,1159712.1298812935
811,Jul 13  2017,739689.5550461778
812,Jul 12  2017,1422091.3738172536
813,Jul 11  2017,2141082.9000905706
814,Jul 10  2017,1971437.4597307027
815,Jul 09  2017,1853006.6361378364
816,Jul 08  2017,2717407.5595431905
817,Jul 07  2017,1332709.9715153945
818,Jul 06  2017,845562.4723886533
819,Jul 05  2017,3023910.0654313094
820,Jul 04  2017,1793030.3052153704
821,Jul 03  2017,1092735.5153463592
822,Jul 02  2017,1164728.6349091718
823,Jul 01  2017,2144200.692824483
824,Jun 30  2017,1796773.7964302425
825,Jun 29  2017,993265.7383387842
826,Jun 28  2017,1375022.6734600884
827,Jun 27  2017,2038809.1058539625
828,Jun 26  2017,3075564.863371583
829,Jun 25  2017,1986235.1526653098
830,Jun 24  2017,1990570.5785120646
831,Jun 23  2017,3785332.623191644
832,Jun 22  2017,5445129.074962793
833,Jun 21  2017,2022805.296052262
834,Jun 20  2017,3027117.086932816
835,Jun 19  2017,5722348.80412123
836,Jun 18  2017,10934719.058191577
837,Jun 17  2017,1296529.480413395
838,Jun 16  2017,1229146.6677228524
839,Jun 15  2017,1363305.7811903432
840,Jun 14  2017,1373827.2808971843
841,Jun 13  2017,2030629.9740029578
842,Jun 12  2017,3659080.6453365395
843,Jun 11  2017,5359102.735665503
844,Jun 10  2017,5490112.698342766
845,Jun 09  2017,4278571.388489723
846,Jun 08  2017,2315209.6285814797
847,Jun 07  2017,3172064.985056237
848,Jun 06  2017,2567087.7001446933
849,Jun 05  2017,2778476.993641842
850,Jun 04  2017,3372302.5776852607
851,Jun 03  2017,6693023.40169233
852,Jun 02  2017,3632373.321913683
853,Jun 01  2017,2790988.5406148806
854,May 31  2017,962779.2644574047
855,May 30  2017,1282884.2707258274
856,May 29  2017,755254.1596498783
857,May 28  2017,930423.118817097
858,May 27  2017,1034611.7906894032
859,May 26  2017,1186621.8171352653
860,May 25  2017,1755351.8927781074
861,May 24  2017,3750202.296605289
862,May 23  2017,1767735.7497077228
863,May 22  2017,2106654.051458972
864,May 21  2017,1231023.4368369137
865,May 20  2017,1122619.3852864017
866,May 19  2017,1376161.903737772
867,May 18  2017,3218568.2674535434
868,May 17  2017,7259151.491127712
869,May 16  2017,1074465.1264738531
870,May 15  2017,1268617.5624590626
871,May 14  2017,1403410.1372860526
872,May 13  2017,2726004.0428026007
873,May 12  2017,680372.0784358425
874,May 11  2017,797993.5796825395
875,May 10  2017,951834.2830953897
876,May 09  2017,1493082.6736690302
877,May 08  2017,2008122.9264524565
878,May 07  2017,2822965.8949177456
879,May 06  2017,1419906.1307176487
880,May 05  2017,1566283.929874352
881,May 04  2017,1258955.6507613976
882,May 03  2017,1537203.3865577844
883,May 02  2017,1589564.4543145471
884,May 01  2017,1819271.1544344504
885,Apr 30  2017,1275694.4634039025
886,Apr 29  2017,925898.2294881857
887,Apr 28  2017,1696002.8116355443
888,Apr 27  2017,1594397.9376670006
889,Apr 26  2017,1929534.2932620237
890,Apr 25  2017,1936025.4068947777
891,Apr 24  2017,2749126.3862118903
892,Apr 23  2017,2534735.9002397098
893,Apr 22  2017,1146074.5608949787
894,Apr 21  2017,779393.1896800387
895,Apr 20  2017,1640459.4962341434
896,Apr 19  2017,3292502.4711329555
897,Apr 18  2017,661630.8884044678
898,Apr 17  2017,822281.264180951
899,Apr 16  2017,613798.0388816025
900,Apr 15  2017,683981.039041178
901,Apr 14  2017,432175.5436881076
902,Apr 13  2017,672835.5562971819
903,Apr 12  2017,640637.4878600606
904,Apr 11  2017,802142.8441271585
905,Apr 10  2017,1065301.568830675
906,Apr 09  2017,2380582.0905956095
907,Apr 08  2017,1977397.9712825422
908,Apr 07  2017,634284.9962811314
909,Apr 06  2017,767158.9425659005
910,Apr 05  2017,1191326.229152389
911,Apr 04  2017,1000437.0783657756
912,Apr 03  2017,1412995.116034035
913,Apr 02  2017,1211967.2063782653
914,Apr 01  2017,591871.3075593499
915,Mar 31  2017,972207.8475381898
916,Mar 30  2017,1564422.40157676
917,Mar 29  2017,1083688.9523810432
918,Mar 28  2017,2782834.879303034
919,Mar 27  2017,6723117.649068153
920,Mar 26  2017,14864542.214458918
921,Mar 25  2017,1396756.6596316204
922,Mar 24  2017,703023.5923957188
923,Mar 23  2017,1483715.185971484
924,Mar 22  2017,315407.6708876619
925,Mar 21  2017,545777.2936665309
926,Mar 20  2017,588146.611480764
927,Mar 19  2017,1249260.9944195307
928,Mar 18  2017,1013053.9063663176
929,Mar 17  2017,605649.435557289
930,Mar 16  2017,889543.7337844374
931,Mar 15  2017,871437.9487614246
932,Mar 14  2017,907956.6543152651
933,Mar 13  2017,1974401.986928144
934,Mar 12  2017,1289415.5594104037
935,Mar 11  2017,211443.87344783876
936,Mar 10  2017,433881.1656693638
937,Mar 09  2017,214434.10697272816
938,Mar 08  2017,422538.3790021431
939,Mar 07  2017,644118.7058896789
940,Mar 06  2017,57837.31135916426
941,Mar 05  2017,27561.922610649257
942,Mar 04  2017,36554.02386085847
943,Mar 03  2017,51320.083355467075
944,Mar 02  2017,65627.86149969551
945,Mar 01  2017,50052.16749634557
946,Feb 28  2017,35085.177331786035
947,Feb 27  2017,53805.81678069888
948,Feb 26  2017,56507.97092652841
949,Feb 25  2017,37225.21060981852
950,Feb 24  2017,82856.73177740554
951,Feb 23  2017,69740.82436852193
952,Feb 22  2017,108481.31084420151
953,Feb 21  2017,62004.833268489194
954,Feb 20  2017,43974.0663617157
955,Feb 19  2017,72123.33392951984
956,Feb 18  2017,94386.89511418492
957,Feb 17  2017,75604.57025107178
958,Feb 16  2017,104234.26813870356
959,Feb 15  2017,142042.66914087735
960,Feb 14  2017,188275.36508186854
961,Feb 13  2017,126647.43024988
962,Feb 12  2017,51329.746928471875
963,Feb 11  2017,47722.22498091424
964,Feb 10  2017,118566.00926532965
965,Feb 09  2017,168669.44475607103
966,Feb 08  2017,100971.31373947518
967,Feb 07  2017,161175.65115647845
968,Feb 06  2017,157323.42394544382
969,Feb 05  2017,508730.2044105488
970,Feb 04  2017,655466.5319665181
971,Feb 03  2017,117395.23662729816
972,Feb 02  2017,116744.36514967249
973,Feb 01  2017,338486.3779315371
974,Jan 31  2017,276452.1581883873
975,Jan 30  2017,119336.3844773322
976,Jan 29  2017,275868.4622672714
977,Jan 28  2017,59642.46936631379
978,Jan 27  2017,123091.31099642949
979,Jan 26  2017,525657.098398338
980,Jan 25  2017,38373.30773437615
981,Jan 24  2017,16077.459688207384
982,Jan 23  2017,16742.805626315134
983,Jan 22  2017,10590.037707097294
984,Jan 21  2017,14799.65471615482
985,Jan 20  2017,23091.730915981945
986,Jan 19  2017,31291.622222831185
987,Jan 18  2017,22333.78246178569
988,Jan 17  2017,38916.910324775956
989,Jan 16  2017,32356.33003237232
990,Jan 15  2017,36803.9731639181
991,Jan 14  2017,79632.122180282
992,Jan 13  2017,76988.33898326814
993,Jan 12  2017,17304.97067428623
994,Jan 11  2017,21494.277648378622
995,Jan 10  2017,21910.47881465835
996,Jan 09  2017,37366.42920488067
997,Jan 08  2017,33037.9512566681
998,Jan 07  2017,33181.375737003764
999,Jan 06  2017,8131.504040485502
1000,Jan 05  2017,7842.086777325506
1001,Jan 04  2017,21924.65790354399
1002,Jan 03  2017,2798.7290194185252
1003,Jan 02  2017,4261.273542757113
1004,Jan 01  2017,1787.785506901085
1005,Dec 31  2016,4253.702662586061
1006,Dec 30  2016,2031.5045059165864
1007,Dec 29  2016,5181.320850456554
1008,Dec 28  2016,6818.806503045316
1009,Dec 27  2016,5722.247199074847
1010,Dec 26  2016,3410.976328438808
1011,Dec 25  2016,4097.505020663705
1012,Dec 24  2016,2688.0175138214977
1013,Dec 23  2016,5865.299062698862
1014,Dec 22  2016,6259.470067208667
1015,Dec 21  2016,7187.166754503586
1016,Dec 20  2016,7021.066753429301
1017,Dec 19  2016,4058.9085162899555
1018,Dec 18  2016,9227.760380093046
1019,Dec 17  2016,2212.616915375808
1020,Dec 16  2016,2715.8588675329747
1021,Dec 15  2016,2896.331475172912
1022,Dec 14  2016,1755.5900174705323
1023,Dec 13  2016,6774.116247337335
1024,Dec 12  2016,13925.973276801024
1025,Dec 11  2016,2999.5541497185777
1026,Dec 10  2016,7793.007978115201
1027,Dec 09  2016,4239.685772200664
1028,Dec 08  2016,3157.861761992895
1029,Dec 07  2016,3898.0810550832857
1030,Dec 06  2016,5387.804360975173
1031,Dec 05  2016,3904.362753078361
1032,Dec 04  2016,3702.127044487055
1033,Dec 03  2016,7244.9175532140225
1034,Dec 02  2016,5344.689338379173
1035,Dec 01  2016,4365.672880483907
1036,Nov 30  2016,15626.91744083323
1037,Nov 29  2016,4373.617560662791
1038,Nov 28  2016,5854.558806068143
1039,Nov 27  2016,2166.0874436316726
1040,Nov 26  2016,10543.15843702862
1041,Nov 25  2016,4016.1149962870554
1042,Nov 24  2016,10199.688951356864
1043,Nov 23  2016,3069.6715803011207
1044,Nov 22  2016,11935.729678278007
1045,Nov 21  2016,5562.703710681315
1046,Nov 20  2016,8711.35270008978
1047,Nov 19  2016,8858.876649146254
1048,Nov 18  2016,6664.643961932188
1049,Nov 17  2016,6318.477544965012
1050,Nov 16  2016,17837.18938716444
1051,Nov 15  2016,13136.062038404727
1052,Nov 14  2016,4886.062812006393
1053,Nov 13  2016,2894.015749454415
1054,Nov 12  2016,4899.301517855534
1055,Nov 11  2016,5938.893994194267
1056,Nov 10  2016,16002.804393793913
1057,Nov 09  2016,16695.37205093154
1058,Nov 08  2016,4074.6959512036833
1059,Nov 07  2016,6957.883173190358
1060,Nov 06  2016,4712.509724774727
1061,Nov 05  2016,6134.255508825488
1062,Nov 04  2016,4079.501461329541
1063,Nov 03  2016,4481.723002772168
1064,Nov 02  2016,4837.160356059873
1065,Nov 01  2016,6978.595133560023
1066,Oct 31  2016,18021.17614007043
1067,Oct 30  2016,7864.961773198378
1068,Oct 29  2016,62640.13032469177
1069,Oct 28  2016,14364.583817740393
1070,Oct 27  2016,10351.75805499823
1071,Oct 26  2016,8801.891110895718
1072,Oct 25  2016,9007.325786094343
1073,Oct 24  2016,7249.488268051106
1074,Oct 23  2016,3769.7817548721023
1075,Oct 22  2016,8773.537283392663
1076,Oct 21  2016,4573.378284368527
1077,Oct 20  2016,6784.9376218500165
1078,Oct 19  2016,6416.924295543295
1079,Oct 18  2016,14160.446938414765
1080,Oct 17  2016,14367.261447258206
1081,Oct 16  2016,12458.464992413014
1082,Oct 15  2016,4702.8800834507265
1083,Oct 14  2016,10947.501523013547
1084,Oct 13  2016,10540.296727404972
1085,Oct 12  2016,13412.24974435987
1086,Oct 11  2016,22036.10547219067
1087,Oct 10  2016,21561.63036672242
1088,Oct 09  2016,5433.146564544913
1089,Oct 08  2016,18185.2701477274
1090,Oct 07  2016,12651.290464909353
1091,Oct 06  2016,27487.623710609503
1092,Oct 05  2016,15517.294204482067
1093,Oct 04  2016,11641.091910188808
1094,Oct 03  2016,22677.468430544068
1095,Oct 02  2016,11958.20927585373
1096,Oct 01  2016,15359.176212996803
1097,Sep 30  2016,12856.038188076525
1098,Sep 29  2016,8987.841423162836
1099,Sep 28  2016,6900.712390547126
1100,Sep 27  2016,13137.02426605874
1101,Sep 26  2016,62663.020124098926
1102,Sep 25  2016,8262.461606419874
1103,Sep 24  2016,8471.444438922132
1104,Sep 23  2016,13782.159964071963
1105,Sep 22  2016,9140.804559818833
1106,Sep 21  2016,22640.904668841635
1107,Sep 20  2016,31735.98644340722
1108,Sep 19  2016,25899.609114506362
1109,Sep 18  2016,45113.503452870675
1110,Sep 17  2016,15109.409558811854
1111,Sep 16  2016,13977.50940330428
1112,Sep 15  2016,13890.236787519896
1113,Sep 14  2016,22310.3498298841
1114,Sep 13  2016,25701.806208999176
1115,Sep 12  2016,12290.44277945396
1116,Sep 11  2016,6872.983735205338
1117,Sep 10  2016,18405.752452322122
1118,Sep 09  2016,21387.706605102812
1119,Sep 08  2016,16828.273200271946
1120,Sep 07  2016,17029.012848001174
1121,Sep 06  2016,44864.24233401726
1122,Sep 05  2016,21712.87029765459
1123,Sep 04  2016,27212.430069649807
1124,Sep 03  2016,19503.956452767707
1125,Sep 02  2016,15304.790921137248
1126,Sep 01  2016,24563.892816583262
1127,Aug 31  2016,15417.532188973213
1128,Aug 30  2016,21511.633226309634
1129,Aug 29  2016,17586.599495754293
1130,Aug 28  2016,9938.177111654486
1131,Aug 27  2016,5123.518072027874
1132,Aug 26  2016,33148.916196178754
1133,Aug 25  2016,8112.159390146729
1134,Aug 24  2016,13248.30086621241
1135,Aug 23  2016,16656.999013735483
1136,Aug 22  2016,19537.999119391417
1137,Aug 21  2016,10375.267781636967
1138,Aug 20  2016,10454.59776530626
1139,Aug 19  2016,11318.15351992759
1140,Aug 18  2016,8144.622599259806
1141,Aug 17  2016,9384.694232628388
1142,Aug 16  2016,26791.431898550854
1143,Aug 15  2016,35969.140831816214
1144,Aug 14  2016,22052.758382175914
1145,Aug 13  2016,59884.9537044302
1146,Aug 12  2016,48997.69282904411
1147,Aug 11  2016,19936.594898962983
1148,Aug 10  2016,16608.853267495044
1149,Aug 09  2016,13619.67912110824
1150,Aug 08  2016,10995.409117131945
1151,Aug 07  2016,23918.250563427046
1152,Aug 06  2016,11638.35712846248
1153,Aug 05  2016,9586.89677974841
1154,Aug 04  2016,12105.046268113969
1155,Aug 03  2016,20100.914742309476
1156,Aug 02  2016,32181.588978923122
1157,Aug 01  2016,25956.49621558455
1158,Jul 31  2016,142764.98540514146
1159,Jul 30  2016,13825.263885397513
1160,Jul 29  2016,7520.05486951852
1161,Jul 28  2016,13816.06724394534
1162,Jul 27  2016,29495.51211423729
1163,Jul 26  2016,60832.46141711886
1164,Jul 25  2016,88966.2668318003
1165,Jul 24  2016,18426.6547305052
1166,Jul 23  2016,13169.548547687706
1167,Jul 22  2016,16010.174618889028
1168,Jul 21  2016,20213.51497983621
1169,Jul 20  2016,14108.169746644448
1170,Jul 19  2016,15135.677833282023
1171,Jul 18  2016,7939.748447189809
1172,Jul 17  2016,16811.382327027804
1173,Jul 16  2016,19126.39579066826
1174,Jul 15  2016,43466.17735675671
1175,Jul 14  2016,10938.962212742676
1176,Jul 13  2016,14537.25904448658
1177,Jul 12  2016,16231.793949661529
1178,Jul 11  2016,12663.682447672594
1179,Jul 10  2016,11642.47477152871
1180,Jul 09  2016,11470.65687164537
1181,Jul 08  2016,37185.865748650016
1182,Jul 07  2016,23566.329383470893
1183,Jul 06  2016,15080.305051332984
1184,Jul 05  2016,23987.689363983183
1185,Jul 04  2016,17959.6565032939
1186,Jul 03  2016,25906.05022536479
1187,Jul 02  2016,21307.80045263387
1188,Jul 01  2016,21316.143742550812
1189,Jun 30  2016,157759.13261649886
1190,Jun 29  2016,68386.3611133888
1191,Jun 28  2016,34108.569595504974
1192,Jun 27  2016,111040.23464890165
1193,Jun 26  2016,9084.664563687906
1194,Jun 25  2016,11631.07210095595
1195,Jun 24  2016,12316.594579706683
1196,Jun 23  2016,8559.182596579074
1197,Jun 22  2016,20456.127849240398
1198,Jun 21  2016,21938.40583962051
1199,Jun 20  2016,29615.39871130229
1200,Jun 19  2016,34394.19059912439
1201,Jun 18  2016,23872.156430584957
1202,Jun 17  2016,41767.308274595336
1203,Jun 16  2016,32839.73453282729
1204,Jun 15  2016,15330.953600533334
1205,Jun 14  2016,13500.998892401962
1206,Jun 13  2016,32170.196544682327
1207,Jun 12  2016,29384.476667397375
1208,Jun 11  2016,12758.122964271031
1209,Jun 10  2016,8079.09150527983
1210,Jun 09  2016,10750.899898500275
1211,Jun 08  2016,25993.35193932949
1212,Jun 07  2016,14571.535360543503
1213,Jun 06  2016,13057.590017708402
1214,Jun 05  2016,12737.740120503944
1215,Jun 04  2016,13158.858347618267
1216,Jun 03  2016,22053.478531550707
1217,Jun 02  2016,25173.87750902146
1218,Jun 01  2016,41283.81592623795
1219,May 31  2016,15985.18827658633
1220,May 30  2016,8472.735684842091
1221,May 29  2016,9253.661351190969
1222,May 28  2016,31923.362890699533
1223,May 27  2016,24982.456600016285
1224,May 26  2016,29004.826638401224
1225,May 25  2016,19928.166625531892
1226,May 24  2016,26945.549715580404
1227,May 23  2016,31421.068741074003
1228,May 22  2016,16317.56415603479
1229,May 21  2016,16699.436096153262
1230,May 20  2016,51706.52387292831
1231,May 19  2016,32668.428986584542
1232,May 18  2016,55994.64417812497
1233,May 17  2016,54111.79223865465
1234,May 16  2016,97140.07960355788
1235,May 15  2016,7549.64285854413
1236,May 14  2016,13735.051390957151
1237,May 13  2016,8314.548878351365
1238,May 12  2016,7405.648408306952
1239,May 11  2016,16843.805519022022
1240,May 10  2016,7371.83660152953
1241,May 09  2016,7912.054544262459
1242,May 08  2016,21832.6978079421
1243,May 07  2016,12082.83533853682
1244,May 06  2016,4818.321991225774
1245,May 05  2016,4600.9791225517965
1246,May 04  2016,8156.674474706579
1247,May 03  2016,7827.601263829616
1248,May 02  2016,10362.962690601786
1249,May 01  2016,10472.989394364715
1250,Apr 30  2016,15221.967397104554
1251,Apr 29  2016,9490.380169253916
1252,Apr 28  2016,6935.120039302124
1253,Apr 27  2016,9738.951143761762
1254,Apr 26  2016,11372.118168797324
1255,Apr 25  2016,10326.543059261741
1256,Apr 24  2016,13531.336984300719
1257,Apr 23  2016,6660.226819259798
1258,Apr 22  2016,6868.721765871273
1259,Apr 21  2016,8479.132824048598
1260,Apr 20  2016,5622.389629956704
1261,Apr 19  2016,16430.691023133688
1262,Apr 18  2016,18711.376034272027
1263,Apr 17  2016,5905.284975929153
1264,Apr 16  2016,10943.249717167899
1265,Apr 15  2016,6600.900239584672
1266,Apr 14  2016,5768.0573551443495
1267,Apr 13  2016,7034.93459943481
1268,Apr 12  2016,13549.819223313492
1269,Apr 11  2016,10262.421659339101
1270,Apr 10  2016,14724.626918756694
1271,Apr 09  2016,13361.070491457556
1272,Apr 08  2016,9735.28899409538
1273,Apr 07  2016,10097.254321122218
1274,Apr 06  2016,11821.009518255529
1275,Apr 05  2016,18233.96283612942
1276,Apr 04  2016,10812.04528671857
1277,Apr 03  2016,9208.521817175542
1278,Apr 02  2016,8988.121464006199
1279,Apr 01  2016,7494.259714245893
1280,Mar 31  2016,13887.228828079606
1281,Mar 30  2016,8038.975069224182
1282,Mar 29  2016,13057.682287782533
1283,Mar 28  2016,13547.975185793377
1284,Mar 27  2016,19823.718477663464
1285,Mar 26  2016,19854.946104389728
1286,Mar 25  2016,11477.007888967453
1287,Mar 24  2016,13604.544312431817
1288,Mar 23  2016,12242.15812145492
1289,Mar 22  2016,15463.30469388187
1290,Mar 21  2016,11448.388210312434
1291,Mar 20  2016,16448.455944093446
1292,Mar 19  2016,17530.73219296631
1293,Mar 18  2016,16728.41939214106
1294,Mar 17  2016,18905.35128962927
1295,Mar 16  2016,30237.234251525188
1296,Mar 15  2016,32964.210354606665
1297,Mar 14  2016,37704.628857397416
1298,Mar 13  2016,17990.474594566873
1299,Mar 12  2016,40016.19602911174
1300,Mar 11  2016,39483.444755195895
1301,Mar 10  2016,26768.079791767814
1302,Mar 09  2016,67451.47134237894
1303,Mar 08  2016,23184.902687943693
1304,Mar 07  2016,26792.718195473375
1305,Mar 06  2016,27151.382028443913
1306,Mar 05  2016,19781.64152446223
1307,Mar 04  2016,12027.383340247088
1308,Mar 03  2016,27469.860271131118
1309,Mar 02  2016,29909.528739676054
1310,Mar 01  2016,53607.779095664046
1311,Feb 29  2016,32959.14591459894
1312,Feb 28  2016,24098.637230772347
1313,Feb 27  2016,38572.09688742308
1314,Feb 26  2016,39964.693674629205
1315,Feb 25  2016,111016.85706475386
1316,Feb 24  2016,112382.33380405513
1317,Feb 23  2016,68578.58312030877
1318,Feb 22  2016,44934.619347244916
1319,Feb 21  2016,435.0
1320,Feb 20  2016,17.0
1321,Feb 19  2016,243.0
1322,Feb 18  2016,126.0
1323,Feb 17  2016,4.0
1324,Feb 16  2016,53.0
1325,Feb 15  2016,439.0
1326,Feb 14  2016,4.0
1327,Feb 13  2016,35.0
1328,Feb 12  2016,481.0
1329,Feb 11  2016,134.0
1330,Feb 10  2016,515.0
1331,Feb 09  2016,615.0
1332,Feb 08  2016,62.0
1333,Feb 07  2016,75.0
1334,Feb 06  2016,2.0
1335,Feb 05  2016,266.0
1336,Feb 04  2016,61.0
1337,Feb 03  2016,111.0
1338,Feb 02  2016,23.0
1339,Feb 01  2016,25.0
1340,Jan 31  2016,102.0
1341,Jan 30  2016,365.0
1342,Jan 29  2016,695.0
1343,Jan 28  2016,525.0
1344,Jan 27  2016,2796.0
1345,Jan 26  2016,1806.0
1346,Jan 25  2016,2114.0
1347,Jan 24  2016,82.0
1348,Jan 23  2016,355.0
1349,Jan 22  2016,1528.0
1350,Jan 21  2016,124.0
1351,Jan 20  2016,3347.0
1352,Jan 19  2016,206.0
1353,Jan 18  2016,132.0
1354,Jan 17  2016,28.0
1355,Jan 16  2016,34.0
1356,Jan 15  2016,116.0
1357,Jan 14  2016,389.0
1358,Jan 13  2016,178.0
1359,Jan 12  2016,11.0
1360,Jan 11  2016,156.0
1361,Jan 10  2016,1.0
1362,Jan 09  2016,27.0
1363,Jan 08  2016,248.0
1364,Jan 07  2016,88.0
1365,Jan 06  2016,107.0
1366,Jan 05  2016,57.0
1367,Jan 04  2016,4.0
1368,Jan 03  2016,60.0
1369,Jan 02  2016,96.0
1370,Jan 01  2016,449.0
1371,Dec 31  2015,13.0
1372,Dec 30  2015,216.0
1373,Dec 29  2015,11.0
1374,Dec 28  2015,9.0
1375,Dec 27  2015,151.0
1376,Dec 26  2015,0.0
1377,Dec 25  2015,35.0
1378,Dec 24  2015,432.0
1379,Dec 23  2015,116.0
1380,Dec 22  2015,342.0
1381,Dec 21  2015,1.0
1382,Dec 20  2015,38.0
1383,Dec 19  2015,170.0
1384,Dec 18  2015,415.0
1385,Dec 17  2015,6.0
1386,Dec 16  2015,5.0
1387,Dec 15  2015,8.0
1388,Dec 14  2015,145.0
1389,Dec 13  2015,0.0
1390,Dec 12  2015,77.0
1391,Dec 11  2015,81.0
1392,Dec 10  2015,270.0
1393,Dec 09  2015,37.0
1394,Dec 08  2015,6.0
1395,Dec 07  2015,41.0
1396,Dec 06  2015,148.0
1397,Dec 05  2015,26.0
1398,Dec 04  2015,110.0
1399,Dec 03  2015,85.0
1400,Dec 02  2015,201.0
1401,Dec 01  2015,420.0
1402,Nov 30  2015,15.0
1403,Nov 29  2015,56.0
1404,Nov 28  2015,194.0
1405,Nov 27  2015,31.0
1406,Nov 26  2015,126.0
1407,Nov 25  2015,39.0
1408,Nov 24  2015,44.0
1409,Nov 23  2015,6.0
1410,Nov 22  2015,4.0
1411,Nov 21  2015,6.0
1412,Nov 20  2015,29.0
1413,Nov 19  2015,2.0
1414,Nov 18  2015,103.0
1415,Nov 17  2015,2.0
1416,Nov 16  2015,17.0
1417,Nov 15  2015,43.0
1418,Nov 14  2015,12.0
1419,Nov 13  2015,22.0
1420,Nov 12  2015,510.0
1421,Nov 11  2015,54.0
1422,Nov 10  2015,34.0
1423,Nov 09  2015,79.0
1424,Nov 08  2015,747.0
1425,Nov 07  2015,28.0
1426,Nov 06  2015,47.0
1427,Nov 05  2015,50.0
1428,Nov 04  2015,1232.0
1429,Nov 03  2015,104.0
1430,Nov 02  2015,1.0
1431,Nov 01  2015,29.0
1432,Oct 31  2015,37.0
1433,Oct 30  2015,327.0
1434,Oct 29  2015,13.0
1435,Oct 28  2015,0.0
1436,Oct 27  2015,25.0
1437,Oct 26  2015,7.0
1438,Oct 25  2015,647.0
1439,Oct 24  2015,15.0
1440,Oct 23  2015,129.0
1441,Oct 22  2015,9.0
1442,Oct 21  2015,24.0
1443,Oct 20  2015,0.0
1444,Oct 19  2015,0.0
1445,Oct 18  2015,0.0
1446,Oct 17  2015,198.0
1447,Oct 16  2015,247.0
1448,Oct 15  2015,8.0
1449,Oct 14  2015,121.0
1450,Oct 13  2015,206.0
1451,Oct 12  2015,88.0
1452,Oct 11  2015,93.0
1453,Oct 10  2015,14.0
1454,Oct 09  2015,46.0
1455,Oct 08  2015,2.0
1456,Oct 07  2015,2.0
1457,Oct 06  2015,302.0
1458,Oct 05  2015,58.0
1459,Oct 04  2015,13.0
1460,Oct 03  2015,361.0
1461,Oct 02  2015,0.0
1462,Oct 01  2015,135.0
1463,Sep 30  2015,112.0
1464,Sep 29  2015,295.0
1465,Sep 28  2015,10.0
1466,Sep 27  2015,280.0
1467,Sep 26  2015,2.0
1468,Sep 25  2015,7.0
1469,Sep 24  2015,316.0
1470,Sep 23  2015,7.0
1471,Sep 22  2015,1.0
