,Date,weighted_market
828,Jun 26  2017,48268161.5
829,Jun 25  2017,52486594.75
830,Jun 24  2017,58740983.25
831,Jun 23  2017,61397587.5
832,Jun 22  2017,57635365.75
833,Jun 21  2017,49826983.75
834,Jun 20  2017,48698140.5
835,Jun 19  2017,52724403.25
836,Jun 18  2017,55138491.25
837,Jun 17  2017,42110851.75
838,Jun 16  2017,43047742.25
839,Jun 15  2017,39726612.75
840,Jun 14  2017,41065182.0
841,Jun 13  2017,48354491.5
842,Jun 12  2017,44190226.75
843,Jun 11  2017,53601222.75
844,Jun 10  2017,53562201.25
845,Jun 09  2017,54851507.0
846,Jun 08  2017,45331653.75
847,Jun 07  2017,42569013.5
848,Jun 06  2017,45259487.5
849,Jun 05  2017,45700895.0
850,Jun 04  2017,41615083.75
851,Jun 03  2017,45441933.75
852,Jun 02  2017,39726551.5
853,Jun 01  2017,32388123.0
854,May 31  2017,28237303.5
855,May 30  2017,26209309.5
856,May 29  2017,26935548.25
857,May 28  2017,25924291.0
858,May 27  2017,24212561.75
859,May 26  2017,27407401.75
860,May 25  2017,28171061.25
861,May 24  2017,31096846.0
862,May 23  2017,28581176.5
863,May 22  2017,25492318.5
864,May 21  2017,25902403.5
865,May 20  2017,25768401.0
866,May 19  2017,25366273.5
867,May 18  2017,26682955.5
868,May 17  2017,26718248.0
869,May 16  2017,19429470.5
870,May 15  2017,19775553.0
871,May 14  2017,21732595.5
872,May 13  2017,23667487.0
873,May 12  2017,19383118.75
874,May 11  2017,19455032.25
875,May 10  2017,20866548.75
876,May 09  2017,19642867.5
877,May 08  2017,21724457.75
878,May 07  2017,21397295.0
879,May 06  2017,21383719.25
880,May 05  2017,20033233.75
881,May 04  2017,19173132.5
882,May 03  2017,18110824.0
883,May 02  2017,17316267.0
884,May 01  2017,18943252.25
885,Apr 30  2017,19733671.75
886,Apr 29  2017,19413507.0
887,Apr 28  2017,18882365.5
888,Apr 27  2017,18045217.0
889,Apr 26  2017,20296795.25
890,Apr 25  2017,18748059.5
891,Apr 24  2017,20269602.5
892,Apr 23  2017,20200883.5
893,Apr 22  2017,18048610.5
894,Apr 21  2017,18080843.0
895,Apr 20  2017,17284015.75
896,Apr 19  2017,16333149.5
897,Apr 18  2017,14768490.0
898,Apr 17  2017,14625037.25
899,Apr 16  2017,14766887.5
900,Apr 15  2017,14676811.25
901,Apr 14  2017,13408443.0
902,Apr 13  2017,13319787.5
903,Apr 12  2017,13905063.25
904,Apr 11  2017,13753893.75
905,Apr 10  2017,13890207.75
906,Apr 09  2017,14395581.75
907,Apr 08  2017,13428286.5
908,Apr 07  2017,10732296.5
909,Apr 06  2017,11685875.75
910,Apr 05  2017,12367619.25
911,Apr 04  2017,12007984.25
912,Apr 03  2017,12925132.25
913,Apr 02  2017,13202257.5
914,Apr 01  2017,15157073.75
915,Mar 31  2017,14960074.25
916,Mar 30  2017,14443858.75
917,Mar 29  2017,13116315.25
918,Mar 28  2017,13703130.25
919,Mar 27  2017,11636347.75
920,Mar 26  2017,16125685.25
921,Mar 25  2017,10787917.5
922,Mar 24  2017,7945491.25
923,Mar 23  2017,8504306.5
924,Mar 22  2017,6411086.75
925,Mar 21  2017,6210640.5
926,Mar 20  2017,6548410.0
927,Mar 19  2017,6737202.25
928,Mar 18  2017,6558014.0
929,Mar 17  2017,5184298.5
930,Mar 16  2017,5558252.25
931,Mar 15  2017,5708282.25
932,Mar 14  2017,5038537.5
933,Mar 13  2017,5459745.0
934,Mar 12  2017,4987089.5
935,Mar 11  2017,3617717.75
936,Mar 10  2017,3483729.5
937,Mar 09  2017,3410752.5
938,Mar 08  2017,3151764.5
939,Mar 07  2017,3687527.0
940,Mar 06  2017,2684572.5
941,Mar 05  2017,2464341.0
942,Mar 04  2017,2461091.25
943,Mar 03  2017,2360649.0
944,Mar 02  2017,2396626.5
945,Mar 01  2017,2310381.75
946,Feb 28  2017,2414967.5
947,Feb 27  2017,2578036.25
948,Feb 26  2017,2652590.0
949,Feb 25  2017,2507639.5
950,Feb 24  2017,2552175.0
951,Feb 23  2017,2346112.75
952,Feb 22  2017,2399418.25
953,Feb 21  2017,2010590.25
954,Feb 20  2017,2128757.5
955,Feb 19  2017,2244823.25
956,Feb 18  2017,2042049.25
957,Feb 17  2017,2285442.0
958,Feb 16  2017,2389059.25
959,Feb 15  2017,2551419.75
960,Feb 14  2017,2580554.75
961,Feb 13  2017,2804966.5
962,Feb 12  2017,2545862.25
963,Feb 11  2017,2674113.5
964,Feb 10  2017,2747473.75
965,Feb 09  2017,2929966.75
966,Feb 08  2017,2759963.5
967,Feb 07  2017,2788043.75
968,Feb 06  2017,2772884.5
969,Feb 05  2017,3209226.5
970,Feb 04  2017,3491352.25
971,Feb 03  2017,2771060.25
972,Feb 02  2017,2750054.5
973,Feb 01  2017,2609851.0
974,Jan 31  2017,2441051.5
975,Jan 30  2017,2007180.75
976,Jan 29  2017,2101160.0
977,Jan 28  2017,1705414.25
978,Jan 27  2017,1512109.0
979,Jan 26  2017,1679052.75
980,Jan 25  2017,1190367.5
981,Jan 24  2017,1172895.0
982,Jan 23  2017,1128331.75
983,Jan 22  2017,1082296.25
984,Jan 21  2017,1070909.5
985,Jan 20  2017,1099716.0
986,Jan 19  2017,1213353.5
987,Jan 18  2017,1036719.0
988,Jan 17  2017,1055035.0
989,Jan 16  2017,1119320.5
990,Jan 15  2017,1133939.75
991,Jan 14  2017,1197537.75
992,Jan 13  2017,1228524.5
993,Jan 12  2017,979584.0
994,Jan 11  2017,879814.25
995,Jan 10  2017,910859.75
996,Jan 09  2017,1019696.0
997,Jan 08  2017,1006471.0
998,Jan 07  2017,869525.75
999,Jan 06  2017,784280.75
1000,Jan 05  2017,822452.75
1001,Jan 04  2017,935245.0
1002,Jan 03  2017,795426.0
1003,Jan 02  2017,803761.0
1004,Jan 01  2017,822660.5
1005,Dec 31  2016,824959.25
1006,Dec 30  2016,802278.5
1007,Dec 29  2016,806531.5
1008,Dec 28  2016,766587.0
1009,Dec 27  2016,733284.5
1010,Dec 26  2016,700629.75
1011,Dec 25  2016,703467.75
1012,Dec 24  2016,663775.75
1013,Dec 23  2016,635254.75
1014,Dec 22  2016,655719.0
1015,Dec 21  2016,653673.5
1016,Dec 20  2016,681553.0
1017,Dec 19  2016,679145.5
1018,Dec 18  2016,681701.5
1019,Dec 17  2016,713333.25
1020,Dec 16  2016,706426.75
1021,Dec 15  2016,682933.5
1022,Dec 14  2016,700894.5
1023,Dec 13  2016,710519.5
1024,Dec 12  2016,695472.5
1025,Dec 11  2016,653466.0
1026,Dec 10  2016,696373.75
1027,Dec 09  2016,714348.0
1028,Dec 08  2016,753998.5
1029,Dec 07  2016,692106.5
1030,Dec 06  2016,691898.0
1031,Dec 05  2016,675988.75
1032,Dec 04  2016,712128.5
1033,Dec 03  2016,708178.0
1034,Dec 02  2016,756993.25
1035,Dec 01  2016,729355.75
1036,Nov 30  2016,737755.75
1037,Nov 29  2016,773456.0
1038,Nov 28  2016,755453.5
1039,Nov 27  2016,761010.25
1040,Nov 26  2016,757749.0
1041,Nov 25  2016,785764.5
1042,Nov 24  2016,808058.5
1043,Nov 23  2016,859988.0
1044,Nov 22  2016,887738.5
1045,Nov 21  2016,915627.0
1046,Nov 20  2016,923941.5
1047,Nov 19  2016,950605.5
1048,Nov 18  2016,952169.25
1049,Nov 17  2016,921424.75
1050,Nov 16  2016,916644.75
1051,Nov 15  2016,910565.0
1052,Nov 14  2016,852146.0
1053,Nov 13  2016,868792.0
1054,Nov 12  2016,873979.75
1055,Nov 11  2016,876805.75
1056,Nov 10  2016,934727.5
1057,Nov 09  2016,936355.0
1058,Nov 08  2016,849777.25
1059,Nov 07  2016,843413.0
1060,Nov 06  2016,853464.5
1061,Nov 05  2016,831370.5
1062,Nov 04  2016,846660.5
1063,Nov 03  2016,859525.75
1064,Nov 02  2016,925518.5
1065,Nov 01  2016,921084.0
1066,Oct 31  2016,890180.75
1067,Oct 30  2016,964173.0
1068,Oct 29  2016,962643.75
1069,Oct 28  2016,958775.25
1070,Oct 27  2016,978631.5
1071,Oct 26  2016,1013648.25
1072,Oct 25  2016,972784.0
1073,Oct 24  2016,952154.25
1074,Oct 23  2016,969691.75
1075,Oct 22  2016,992824.75
1076,Oct 21  2016,935425.25
1077,Oct 20  2016,965967.25
1078,Oct 19  2016,924595.5
1079,Oct 18  2016,950414.5
1080,Oct 17  2016,1030579.75
1081,Oct 16  2016,993477.5
1082,Oct 15  2016,1025755.0
1083,Oct 14  2016,1042505.5
1084,Oct 13  2016,1014653.5
1085,Oct 12  2016,1004830.5
1086,Oct 11  2016,1034841.5
1087,Oct 10  2016,1024269.25
1088,Oct 09  2016,1062392.0
1089,Oct 08  2016,1063665.25
1090,Oct 07  2016,1075543.0
1091,Oct 06  2016,1058155.0
1092,Oct 05  2016,1033061.25
1093,Oct 04  2016,994998.5
1094,Oct 03  2016,1054967.5
1095,Oct 02  2016,984152.0
1096,Oct 01  2016,995648.75
1097,Sep 30  2016,979710.25
1098,Sep 29  2016,1013664.75
1099,Sep 28  2016,1022186.5
1100,Sep 27  2016,1018542.0
1101,Sep 26  2016,1063103.5
1102,Sep 25  2016,1088619.5
1103,Sep 24  2016,1101591.75
1104,Sep 23  2016,1097193.25
1105,Sep 22  2016,1087609.0
1106,Sep 21  2016,1080551.75
1107,Sep 20  2016,1140810.25
1108,Sep 19  2016,1086893.75
1109,Sep 18  2016,1125331.75
1110,Sep 17  2016,1196587.0
1111,Sep 16  2016,1213017.75
1112,Sep 15  2016,1189349.0
1113,Sep 14  2016,1209616.5
1114,Sep 13  2016,1220478.5
1115,Sep 12  2016,1203794.0
1116,Sep 11  2016,1222041.25
1117,Sep 10  2016,1262273.0
1118,Sep 09  2016,1264919.75
1119,Sep 08  2016,1257978.25
1120,Sep 07  2016,1238869.75
1121,Sep 06  2016,1228324.25
1122,Sep 05  2016,1233493.5
1123,Sep 04  2016,1231984.75
1124,Sep 03  2016,1206391.25
1125,Sep 02  2016,1123879.75
1126,Sep 01  2016,1100893.25
1127,Aug 31  2016,1097250.75
1128,Aug 30  2016,1140323.75
1129,Aug 29  2016,1138532.25
1130,Aug 28  2016,1162080.5
1131,Aug 27  2016,1141266.5
1132,Aug 26  2016,1160630.25
1133,Aug 25  2016,1163050.25
1134,Aug 24  2016,1178117.5
1135,Aug 23  2016,1149286.0
1136,Aug 22  2016,1180149.75
1137,Aug 21  2016,1158850.0
1138,Aug 20  2016,1178864.0
1139,Aug 19  2016,1210049.75
1140,Aug 18  2016,1203873.5
1141,Aug 17  2016,1195744.0
1142,Aug 16  2016,1205589.25
1143,Aug 15  2016,1198131.25
1144,Aug 14  2016,1229886.5
1145,Aug 13  2016,1309563.75
1146,Aug 12  2016,1277891.0
1147,Aug 11  2016,1235611.5
1148,Aug 10  2016,1174443.25
1149,Aug 09  2016,1196654.75
1150,Aug 08  2016,1160507.5
1151,Aug 07  2016,1149771.75
1152,Aug 06  2016,1188436.5
1153,Aug 05  2016,1163177.75
1154,Aug 04  2016,1161172.25
1155,Aug 03  2016,1125191.75
1156,Aug 02  2016,1059905.5
1157,Aug 01  2016,1214289.25
1158,Jul 31  2016,1272845.5
1159,Jul 30  2016,1213307.0
1160,Jul 29  2016,1188023.0
1161,Jul 28  2016,1199189.75
1162,Jul 27  2016,1190644.5
1163,Jul 26  2016,1198608.0
1164,Jul 25  2016,1264834.25
1165,Jul 24  2016,1072581.0
1166,Jul 23  2016,1211654.0
1167,Jul 22  2016,1179282.5
1168,Jul 21  2016,1207548.25
1169,Jul 20  2016,1174061.5
1170,Jul 19  2016,1217274.25
1171,Jul 18  2016,1177904.75
1172,Jul 17  2016,1197996.0
1173,Jul 16  2016,1095744.0
1174,Jul 15  2016,1176346.5
1175,Jul 14  2016,1167953.25
1176,Jul 13  2016,1100000.25
1177,Jul 12  2016,1079005.75
1178,Jul 11  2016,1068035.0
1179,Jul 10  2016,1088566.75
1180,Jul 09  2016,1040120.25
1181,Jul 08  2016,1164830.0
1182,Jul 07  2016,1041175.5
1183,Jul 06  2016,1147434.75
1184,Jul 05  2016,1188793.25
1185,Jul 04  2016,1137975.25
1186,Jul 03  2016,1119962.0
1187,Jul 02  2016,1175784.75
1188,Jul 01  2016,1140434.75
1189,Jun 30  2016,1256519.75
1190,Jun 29  2016,1219556.0
1191,Jun 28  2016,1120526.75
1192,Jun 27  2016,1137854.25
1193,Jun 26  2016,900310.25
1194,Jun 25  2016,1019771.5
1195,Jun 24  2016,1027951.75
1196,Jun 23  2016,932247.75
1197,Jun 22  2016,901753.5
1198,Jun 21  2016,967511.5
1199,Jun 20  2016,1169126.0
1200,Jun 19  2016,1134756.0
1201,Jun 18  2016,1080992.25
1202,Jun 17  2016,989102.75
1203,Jun 16  2016,1199714.25
1204,Jun 15  2016,1081499.5
1205,Jun 14  2016,1058822.75
1206,Jun 13  2016,1061639.0
1207,Jun 12  2016,1037807.5
1208,Jun 11  2016,1037435.5
1209,Jun 10  2016,1005477.5
1210,Jun 09  2016,1007884.5
1211,Jun 08  2016,1011793.0
1212,Jun 07  2016,1022258.75
1213,Jun 06  2016,1017737.25
1214,Jun 05  2016,998722.5
1215,Jun 04  2016,1046265.5
1216,Jun 03  2016,1005033.0
1217,Jun 02  2016,1027965.5
1218,Jun 01  2016,1041890.75
1219,May 31  2016,865567.0
1220,May 30  2016,874977.25
1221,May 29  2016,857747.0
1222,May 28  2016,923703.75
1223,May 27  2016,776852.25
1224,May 26  2016,786826.5
1225,May 25  2016,808318.5
1226,May 24  2016,808137.0
1227,May 23  2016,835515.75
1228,May 22  2016,798424.5
1229,May 21  2016,829228.25
1230,May 20  2016,787461.0
1231,May 19  2016,825335.25
1232,May 18  2016,824657.0
1233,May 17  2016,903464.5
1234,May 16  2016,982917.75
1235,May 15  2016,726380.25
1236,May 14  2016,725750.25
1237,May 13  2016,702726.75
1238,May 12  2016,680478.25
1239,May 11  2016,721939.5
1240,May 10  2016,742254.5
1241,May 09  2016,758792.0
1242,May 08  2016,761864.0
1243,May 07  2016,803243.5
1244,May 06  2016,780182.75
1245,May 05  2016,771777.75
1246,May 04  2016,720656.75
1247,May 03  2016,771623.0
1248,May 02  2016,757436.5
1249,May 01  2016,769473.0
1250,Apr 30  2016,776771.5
1251,Apr 29  2016,764502.25
1252,Apr 28  2016,747796.75
1253,Apr 27  2016,707796.0
1254,Apr 26  2016,721569.5
1255,Apr 25  2016,743127.0
1256,Apr 24  2016,752152.25
1257,Apr 23  2016,755516.75
1258,Apr 22  2016,743123.25
1259,Apr 21  2016,741432.0
1260,Apr 20  2016,741703.75
1261,Apr 19  2016,715720.25
1262,Apr 18  2016,751283.25
1263,Apr 17  2016,642063.0
1264,Apr 16  2016,670671.75
1265,Apr 15  2016,688900.5
1266,Apr 14  2016,740910.0
1267,Apr 13  2016,713476.25
1268,Apr 12  2016,724919.25
1269,Apr 11  2016,661031.25
1270,Apr 10  2016,718222.25
1271,Apr 09  2016,732606.5
1272,Apr 08  2016,778627.5
1273,Apr 07  2016,761492.0
1274,Apr 06  2016,730491.0
1275,Apr 05  2016,789019.0
1276,Apr 04  2016,824645.75
1277,Apr 03  2016,814885.5
1278,Apr 02  2016,842947.25
1279,Apr 01  2016,839463.0
1280,Mar 31  2016,823074.25
1281,Mar 30  2016,868916.0
1282,Mar 29  2016,866572.75
1283,Mar 28  2016,826220.25
1284,Mar 27  2016,828765.5
1285,Mar 26  2016,892549.5
1286,Mar 25  2016,801530.75
1287,Mar 24  2016,756472.25
1288,Mar 23  2016,787843.75
1289,Mar 22  2016,814991.75
1290,Mar 21  2016,832727.75
1291,Mar 20  2016,801802.25
1292,Mar 19  2016,837902.75
1293,Mar 18  2016,864773.0
1294,Mar 17  2016,894375.25
1295,Mar 16  2016,939146.5
1296,Mar 15  2016,924298.75
1297,Mar 14  2016,871523.5
1298,Mar 13  2016,828666.25
1299,Mar 12  2016,806066.5
1300,Mar 11  2016,858671.25
1301,Mar 10  2016,825953.0
1302,Mar 09  2016,812881.5
1303,Mar 08  2016,782847.5
1304,Mar 07  2016,734818.75
1305,Mar 06  2016,729998.0
1306,Mar 05  2016,608601.5
1307,Mar 04  2016,647260.5
1308,Mar 03  2016,610571.75
1309,Mar 02  2016,585532.0
1310,Mar 01  2016,561041.5
1311,Feb 29  2016,611421.0
1312,Feb 28  2016,666640.75
1313,Feb 27  2016,643711.0
1314,Feb 26  2016,720645.5
1315,Feb 25  2016,720200.25
1316,Feb 24  2016,758409.75
1317,Feb 23  2016,595393.0
1318,Feb 22  2016,559030.5
1319,Feb 21  2016,174083.75
1320,Feb 20  2016,218212.0
1321,Feb 19  2016,203967.5
1322,Feb 18  2016,143892.0
1323,Feb 17  2016,175610.5
1324,Feb 16  2016,165497.75
1325,Feb 15  2016,215403.25
1326,Feb 14  2016,131688.0
1327,Feb 13  2016,143655.75
1328,Feb 12  2016,129838.25
1329,Feb 11  2016,126197.0
1330,Feb 10  2016,137219.75
1331,Feb 09  2016,118427.25
1332,Feb 08  2016,103498.25
1333,Feb 07  2016,103882.25
1334,Feb 06  2016,112338.25
1335,Feb 05  2016,115637.5
1336,Feb 04  2016,116705.75
1337,Feb 03  2016,133562.0
1338,Feb 02  2016,135609.0
1339,Feb 01  2016,123876.0
1340,Jan 31  2016,135096.5
1341,Jan 30  2016,125398.25
1342,Jan 29  2016,113660.25
1343,Jan 28  2016,120084.25
1344,Jan 27  2016,140041.75
1345,Jan 26  2016,115590.5
1346,Jan 25  2016,188898.75
1347,Jan 24  2016,291847.25
1348,Jan 23  2016,293333.0
1349,Jan 22  2016,239730.0
1350,Jan 21  2016,229438.25
1351,Jan 20  2016,234407.75
1352,Jan 19  2016,193408.75
1353,Jan 18  2016,148296.75
1354,Jan 17  2016,110031.25
1355,Jan 16  2016,110430.75
1356,Jan 15  2016,77635.75
1357,Jan 14  2016,118079.75
1358,Jan 13  2016,101677.0
1359,Jan 12  2016,103354.0
1360,Jan 11  2016,105449.0
1361,Jan 10  2016,76024.0
1362,Jan 09  2016,76001.25
1363,Jan 08  2016,79930.5
1364,Jan 07  2016,65948.75
1365,Jan 06  2016,56354.5
1366,Jan 05  2016,83427.75
1367,Jan 04  2016,100226.25
1368,Jan 03  2016,61750.5
1369,Jan 02  2016,81479.0
1370,Jan 01  2016,82271.75
1371,Dec 31  2015,90388.75
1372,Dec 30  2015,77933.75
1373,Dec 29  2015,79529.75
1374,Dec 28  2015,77578.75
1375,Dec 27  2015,77555.25
1376,Dec 26  2015,99884.25
1377,Dec 25  2015,83906.0
1378,Dec 24  2015,83172.75
1379,Dec 23  2015,100420.25
1380,Dec 22  2015,102745.75
1381,Dec 21  2015,78771.0
1382,Dec 20  2015,81358.5
1383,Dec 19  2015,86680.5
1384,Dec 18  2015,78674.75
1385,Dec 17  2015,66168.25
1386,Dec 16  2015,89449.75
1387,Dec 15  2015,95582.5
1388,Dec 14  2015,69592.25
1389,Dec 13  2015,107262.25
1390,Dec 12  2015,72651.5
1391,Dec 11  2015,76459.0
1392,Dec 10  2015,113840.25
1393,Dec 09  2015,81672.25
1394,Dec 08  2015,70558.75
1395,Dec 07  2015,80013.75
1396,Dec 06  2015,71530.25
1397,Dec 05  2015,86039.75
1398,Dec 04  2015,71048.5
1399,Dec 03  2015,64115.0
1400,Dec 02  2015,60897.0
1401,Dec 01  2015,88679.5
1402,Nov 30  2015,98927.25
1403,Nov 29  2015,97375.25
1404,Nov 28  2015,116382.0
1405,Nov 27  2015,149591.5
1406,Nov 26  2015,152386.5
1407,Nov 25  2015,145312.25
1408,Nov 24  2015,141615.5
1409,Nov 23  2015,143006.25
1410,Nov 22  2015,143496.25
1411,Nov 21  2015,144560.25
1412,Nov 20  2015,142653.25
1413,Nov 19  2015,144368.5
1414,Nov 18  2015,139440.5
1415,Nov 17  2015,130907.25
1416,Nov 16  2015,129213.75
1417,Nov 15  2015,125200.5
1418,Nov 14  2015,90018.5
1419,Nov 13  2015,95160.75
1420,Nov 12  2015,141301.75
1421,Nov 11  2015,137709.0
1422,Nov 10  2015,131680.75
1423,Nov 09  2015,124806.0
1424,Nov 08  2015,144072.75
1425,Nov 07  2015,171303.25
1426,Nov 06  2015,165467.75
1427,Nov 05  2015,126447.5
1428,Nov 04  2015,181017.0
1429,Nov 03  2015,203248.75
1430,Nov 02  2015,145774.5
1431,Nov 01  2015,118888.5
1432,Oct 31  2015,164381.75
1433,Oct 30  2015,166648.0
1434,Oct 29  2015,155334.0
1435,Oct 28  2015,151876.0
1436,Oct 27  2015,147228.25
1437,Oct 26  2015,118491.5
1438,Oct 25  2015,132043.0
1439,Oct 24  2015,120003.5
1440,Oct 23  2015,118859.5
1441,Oct 22  2015,139087.25
1442,Oct 21  2015,107564.25
1443,Oct 20  2015,138660.75
1444,Oct 19  2015,106372.25
1445,Oct 18  2015,136118.75
1446,Oct 17  2015,104995.25
1447,Oct 16  2015,102590.25
1448,Oct 15  2015,102717.75
1449,Oct 14  2015,98525.0
1450,Oct 13  2015,103938.75
1451,Oct 12  2015,134138.0
1452,Oct 11  2015,141070.25
1453,Oct 10  2015,141976.5
1454,Oct 09  2015,143192.5
1455,Oct 08  2015,144122.75
1456,Oct 07  2015,143404.0
1457,Oct 06  2015,146479.5
1458,Oct 05  2015,126355.75
1459,Oct 04  2015,144433.25
1460,Oct 03  2015,111916.75
1461,Oct 02  2015,163511.75
1462,Oct 01  2015,163551.75
1463,Sep 30  2015,153534.25
1464,Sep 29  2015,173833.5
1465,Sep 28  2015,124147.0
1466,Sep 27  2015,121225.75
1467,Sep 26  2015,122106.0
1468,Sep 25  2015,140001.25
1469,Sep 24  2015,158602.25
1470,Sep 23  2015,157228.25
1471,Sep 22  2015,157061.75
1472,Sep 21  2015,154737.25
1473,Sep 20  2015,150486.75
1474,Sep 19  2015,150478.0
1475,Sep 18  2015,161560.25
1476,Sep 17  2015,106378.0
1477,Sep 16  2015,105732.5
1478,Sep 15  2015,134791.5
1479,Sep 14  2015,177985.25
1480,Sep 13  2015,177040.75
1481,Sep 12  2015,162231.25
1482,Sep 11  2015,142062.5
1483,Sep 10  2015,186099.5
1484,Sep 09  2015,186942.0
1485,Sep 08  2015,235152.75
1486,Sep 07  2015,224938.5
1487,Sep 06  2015,224546.25
1488,Sep 05  2015,223317.0
1489,Sep 04  2015,227420.0
1490,Sep 03  2015,192597.5
1491,Sep 02  2015,205560.75
1492,Sep 01  2015,209881.75
1493,Aug 31  2015,227327.25
1494,Aug 30  2015,201886.75
1495,Aug 29  2015,214270.75
1496,Aug 28  2015,240048.5
1497,Aug 27  2015,215944.75
1498,Aug 26  2015,204887.0
1499,Aug 25  2015,144068.25
1500,Aug 24  2015,164823.75
1501,Aug 23  2015,179638.25
1502,Aug 22  2015,158738.25
1503,Aug 21  2015,175357.25
1504,Aug 20  2015,187287.0
1505,Aug 19  2015,234730.75
1506,Aug 18  2015,188279.0
1507,Aug 17  2015,228007.25
1508,Aug 16  2015,270268.75
1509,Aug 15  2015,274706.0
1510,Aug 14  2015,238195.0
1511,Aug 13  2015,246862.0
1512,Aug 12  2015,276758.75
1513,Aug 11  2015,280872.75
1514,Aug 10  2015,260672.25
1515,Aug 09  2015,206508.0
1516,Aug 08  2015,169088.0
1517,Aug 07  2015,139695.25
1518,Aug 06  2015,143626.75
1519,Aug 05  2015,146410.25
1520,Aug 04  2015,139853.5
1521,Aug 03  2015,164569.75
1522,Aug 02  2015,183512.0
1523,Aug 01  2015,219713.5
1524,Jul 31  2015,193382.75
1525,Jul 30  2015,190615.5
1526,Jul 29  2015,153139.75
1527,Jul 28  2015,204794.0
1528,Jul 27  2015,211115.75
1529,Jul 26  2015,167146.25
1530,Jul 25  2015,217372.25
1531,Jul 24  2015,236720.0
1532,Jul 23  2015,221316.75
1533,Jul 22  2015,181819.5
1534,Jul 21  2015,265332.25
1535,Jul 20  2015,267546.75
1536,Jul 19  2015,301588.5
1537,Jul 18  2015,274366.25
1538,Jul 17  2015,239445.25
1539,Jul 16  2015,277887.25
1540,Jul 15  2015,232220.0
1541,Jul 14  2015,403257.5
1542,Jul 13  2015,265491.0
1543,Jul 12  2015,242373.75
1544,Jul 11  2015,296601.75
1545,Jul 10  2015,470305.5
1546,Jul 09  2015,387800.25
1547,Jul 08  2015,457461.25
1548,Jul 07  2015,390943.75
1549,Jul 06  2015,501641.75
1550,Jul 05  2015,458454.5
1551,Jul 04  2015,440067.75
1552,Jul 03  2015,448638.25
1553,Jul 02  2015,430869.5
1554,Jul 01  2015,432741.5
1555,Jun 30  2015,409366.0
1556,Jun 29  2015,394135.25
1557,Jun 28  2015,402906.75
1558,Jun 27  2015,406152.5
1559,Jun 26  2015,348899.0
1560,Jun 25  2015,390259.5
1561,Jun 24  2015,429401.0
1562,Jun 23  2015,442501.25
1563,Jun 22  2015,450322.75
1564,Jun 21  2015,379882.5
1565,Jun 20  2015,443385.0
1566,Jun 19  2015,420696.5
1567,Jun 18  2015,485258.5
1568,Jun 17  2015,419784.25
1569,Jun 16  2015,612563.0
1570,Jun 15  2015,643919.75
1571,Jun 14  2015,524196.75
1572,Jun 13  2015,301018.25
1573,Jun 12  2015,238440.75
1574,Jun 11  2015,300971.75
1575,Jun 10  2015,385266.75
1576,Jun 09  2015,545152.5
1577,Jun 08  2015,553433.0
1578,Jun 07  2015,549245.75
1579,Jun 06  2015,555098.75
1580,Jun 05  2015,672747.5
1581,Jun 04  2015,692252.75
1582,Jun 03  2015,690739.0
1583,Jun 02  2015,562139.0
1584,Jun 01  2015,447317.5
1585,May 31  2015,552372.25
1586,May 30  2015,760712.75
1587,May 29  2015,903826.0
1588,May 28  2015,921775.5
1589,May 27  2015,951989.5
1590,May 26  2015,921114.25
1591,May 25  2015,889796.5
1592,May 24  2015,928418.75
1593,May 23  2015,1139218.75
1594,May 22  2015,1150883.25
1595,May 21  2015,1004751.5
1596,May 20  2015,1032013.25
1597,May 19  2015,659943.25
1598,May 18  2015,566536.75
1599,May 17  2015,566505.25
1600,May 16  2015,513167.5
1601,May 15  2015,521890.0
1602,May 14  2015,452843.0
1603,May 13  2015,333803.0
1604,May 12  2015,320033.75
1605,May 11  2015,313723.25
1606,May 10  2015,313368.5
1607,May 09  2015,315949.25
1608,May 08  2015,283469.5
1609,May 07  2015,272728.5
1610,May 06  2015,258244.75
1611,May 05  2015,247145.75
1612,May 04  2015,247063.75
1613,May 03  2015,266829.5
1614,May 02  2015,242920.75
1615,May 01  2015,263757.0
1616,Apr 30  2015,268749.25
1617,Apr 29  2015,259777.75
1618,Apr 28  2015,259417.0
1619,Apr 27  2015,248630.5
1620,Apr 26  2015,254379.5
1621,Apr 25  2015,262650.5
1622,Apr 24  2015,268546.5
1623,Apr 23  2015,302242.0
1624,Apr 22  2015,271796.0
1625,Apr 21  2015,191925.75
1626,Apr 20  2015,210997.5
1627,Apr 19  2015,186804.5
1628,Apr 18  2015,224885.5
1629,Apr 17  2015,218902.5
1630,Apr 16  2015,227198.5
1631,Apr 15  2015,183305.5
1632,Apr 14  2015,165498.25
1633,Apr 13  2015,155210.25
1634,Apr 12  2015,159952.75
1635,Apr 11  2015,161800.0
1636,Apr 10  2015,162714.0
1637,Apr 09  2015,144652.75
1638,Apr 08  2015,133937.25
1639,Apr 07  2015,146774.0
1640,Apr 06  2015,135144.0
1641,Apr 05  2015,134402.25
1642,Apr 04  2015,130948.75
1643,Apr 03  2015,141035.0
1644,Apr 02  2015,146828.75
1645,Apr 01  2015,135203.25
1646,Mar 31  2015,133380.5
1647,Mar 30  2015,142771.75
1648,Mar 29  2015,140443.25
1649,Mar 28  2015,114569.5
1650,Mar 27  2015,111380.75
1651,Mar 26  2015,86126.75
1652,Mar 25  2015,82549.75
1653,Mar 24  2015,73978.25
