,Date,weighted_High
171,Apr 14  2019,24.463095166407633
172,Apr 13  2019,23.58561690006747
173,Apr 12  2019,23.242280907845718
174,Apr 11  2019,24.575895297916563
175,Apr 10  2019,24.80203422070513
176,Apr 09  2019,24.77739690252346
177,Apr 08  2019,25.535646170670187
178,Apr 07  2019,24.8193958638758
179,Apr 06  2019,25.110542805967476
180,Apr 05  2019,24.32389910638384
181,Apr 04  2019,23.079160960674624
182,Apr 03  2019,23.98750144788259
183,Apr 02  2019,21.935620899078728
184,Apr 01  2019,19.406584474557306
185,Mar 31  2019,19.305891816134665
186,Mar 30  2019,19.530967093020834
187,Mar 29  2019,18.65684049453513
188,Mar 28  2019,18.653292672385174
189,Mar 27  2019,18.541395604943606
190,Mar 26  2019,18.199586125519858
191,Mar 25  2019,18.23150435292594
192,Mar 24  2019,17.78062186130182
193,Mar 23  2019,17.960844634534254
194,Mar 22  2019,17.772551019375218
195,Mar 21  2019,18.139457229176784
196,Mar 20  2019,18.15191005452925
197,Mar 19  2019,18.304646347447807
198,Mar 18  2019,18.66109394329383
199,Mar 17  2019,18.52353732555717
200,Mar 16  2019,18.64985612089665
201,Mar 15  2019,18.7935770952973
202,Mar 14  2019,20.974096321099037
203,Mar 13  2019,18.308663140372406
204,Mar 12  2019,22.304113340191208
205,Mar 11  2019,16.251427829277077
206,Mar 10  2019,16.1004300285827
207,Mar 09  2019,15.866902208012702
208,Mar 08  2019,15.686495418427807
209,Mar 07  2019,15.872660731083782
210,Mar 06  2019,16.09912202852451
211,Mar 05  2019,16.20444467760137
212,Mar 04  2019,15.755097803519636
213,Mar 03  2019,15.96124871670084
214,Mar 02  2019,16.09873350834503
215,Mar 01  2019,15.963395652728206
216,Feb 28  2019,15.969747593014088
217,Feb 27  2019,15.978727784646223
218,Feb 26  2019,16.106651777841243
219,Feb 25  2019,15.525209682153548
220,Feb 24  2019,17.24443903719228
221,Feb 23  2019,16.830877772474615
222,Feb 22  2019,16.310155933218322
223,Feb 21  2019,16.341107346329643
224,Feb 20  2019,16.568155048554196
225,Feb 19  2019,17.08882459555978
226,Feb 18  2019,16.86310760842827
227,Feb 17  2019,16.113054557304558
228,Feb 16  2019,15.873982213474186
229,Feb 15  2019,15.806808376358303
230,Feb 14  2019,15.810060773567688
231,Feb 13  2019,16.047685448965336
232,Feb 12  2019,15.888990364855209
233,Feb 11  2019,16.038645215526415
234,Feb 10  2019,16.05481894344104
235,Feb 09  2019,15.68879282068378
236,Feb 08  2019,15.750521186419784
237,Feb 07  2019,14.50437658948449
238,Feb 06  2019,14.923390324476784
239,Feb 05  2019,15.003316253635314
240,Feb 04  2019,15.063435568704328
241,Feb 03  2019,15.150386157411953
242,Feb 02  2019,14.966088642430977
243,Feb 01  2019,15.104463756346167
244,Jan 31  2019,15.415437267282055
245,Jan 30  2019,15.395387252808849
246,Jan 29  2019,15.503182405623987
247,Jan 28  2019,16.076083173434462
248,Jan 27  2019,16.374125705274576
249,Jan 26  2019,16.20475486447831
250,Jan 25  2019,16.50835231572586
251,Jan 24  2019,16.381185869466815
252,Jan 23  2019,16.386497966640974
253,Jan 22  2019,16.45961592199072
254,Jan 21  2019,16.02798356464203
255,Jan 20  2019,16.448926306929817
256,Jan 19  2019,16.558837928515157
257,Jan 18  2019,16.106495249530937
258,Jan 17  2019,16.150297798274135
259,Jan 16  2019,15.850538633038486
260,Jan 15  2019,15.610508615715604
261,Jan 14  2019,15.72256536318592
262,Jan 13  2019,16.4313811498006
263,Jan 12  2019,16.573583288367207
264,Jan 11  2019,16.490427573677668
265,Jan 10  2019,18.094022862043328
266,Jan 09  2019,17.99748897835967
267,Jan 08  2019,18.050273933755665
268,Jan 07  2019,18.51327038272355
269,Jan 06  2019,18.66905257841933
270,Jan 05  2019,17.91118290279478
271,Jan 04  2019,17.538677485565664
272,Jan 03  2019,17.874919695903458
273,Jan 02  2019,17.348163161405125
274,Jan 01  2019,16.52402180914106
275,Dec 31  2018,17.813604752463295
276,Dec 30  2018,18.334820528621087
277,Dec 29  2018,19.570811362633396
278,Dec 28  2018,20.381719285907927
279,Dec 27  2018,16.97462002972803
280,Dec 26  2018,17.247464979076707
281,Dec 25  2018,18.496516627276197
282,Dec 24  2018,20.021834876077396
283,Dec 23  2018,18.437409491996387
284,Dec 22  2018,17.742844459564502
285,Dec 21  2018,18.77815122919131
286,Dec 20  2018,18.77718169503588
287,Dec 19  2018,17.91222831447254
288,Dec 18  2018,17.277462510927894
289,Dec 17  2018,15.303080915589083
290,Dec 16  2018,14.562874596409364
291,Dec 15  2018,14.382987569138354
292,Dec 14  2018,15.434304455038411
293,Dec 13  2018,13.965681277233468
294,Dec 12  2018,14.350228238213615
295,Dec 11  2018,14.550840725026731
296,Dec 10  2018,16.54189589630758
297,Dec 09  2018,16.916381004961277
298,Dec 08  2018,16.5747764192179
299,Dec 07  2018,17.216495260627916
300,Dec 06  2018,18.456090791351272
301,Dec 05  2018,18.660136814083053
302,Dec 04  2018,19.25734597472929
303,Dec 03  2018,19.3893526185603
304,Dec 02  2018,20.217796843138853
305,Dec 01  2018,20.02509408597805
306,Nov 30  2018,20.60483962388141
307,Nov 29  2018,21.18700693801906
308,Nov 28  2018,21.959345131406295
309,Nov 27  2018,18.993390743950282
310,Nov 26  2018,20.813282210683983
311,Nov 25  2018,20.90771290882598
312,Nov 24  2018,22.06998777861941
313,Nov 23  2018,23.008883232948875
314,Nov 22  2018,25.017913885389465
315,Nov 21  2018,24.847424021499876
316,Nov 20  2018,25.150153333486294
317,Nov 19  2018,31.92144405173239
318,Nov 18  2018,32.4613118717603
319,Nov 17  2018,31.63273196859296
320,Nov 16  2018,33.04720847222989
321,Nov 15  2018,33.315824951450466
322,Nov 14  2018,37.44332119143975
323,Nov 13  2018,38.132468874395705
324,Nov 12  2018,38.64997812274812
325,Nov 11  2018,38.66057342750945
326,Nov 10  2018,39.19352953466895
327,Nov 09  2018,39.15108353235544
328,Nov 08  2018,38.920338408583575
329,Nov 07  2018,39.75433379956793
330,Nov 06  2018,39.212365510991965
331,Nov 05  2018,38.56456335324048
332,Nov 04  2018,38.442666121741766
333,Nov 03  2018,39.98362531155825
334,Nov 02  2018,40.06643456644396
335,Nov 01  2018,39.23788547678667
336,Oct 31  2018,38.18954793985542
337,Oct 30  2018,39.09651685544705
338,Oct 29  2018,41.94417950897773
339,Oct 28  2018,44.87672935880536
340,Oct 27  2018,41.62222943462702
341,Oct 26  2018,42.25008444326682
342,Oct 25  2018,45.02944268353653
343,Oct 24  2018,50.397833772449
344,Oct 23  2018,51.85036933288806
345,Oct 22  2018,37.34587760528868
346,Oct 21  2018,36.88828884779576
347,Oct 20  2018,36.58080247096608
348,Oct 19  2018,36.87752888955387
349,Oct 18  2018,37.52225092616878
350,Oct 17  2018,38.05925812392513
351,Oct 16  2018,39.546190400536936
352,Oct 15  2018,39.74650379543417
353,Oct 14  2018,36.97869821377857
354,Oct 13  2018,36.63749907854024
355,Oct 12  2018,36.521523994042326
356,Oct 11  2018,39.550860075652885
357,Oct 10  2018,40.18986667685641
358,Oct 09  2018,43.97991640189524
359,Oct 08  2018,42.30103117733919
360,Oct 07  2018,38.529829967342096
361,Oct 06  2018,39.91777777110001
362,Oct 05  2018,40.13594497145072
363,Oct 04  2018,39.88595342138993
364,Oct 03  2018,36.94642466949651
365,Oct 02  2018,36.928059743496405
366,Oct 01  2018,37.56638753690179
367,Sep 30  2018,38.339324105909846
368,Sep 29  2018,37.05732115944504
369,Sep 28  2018,37.42785841409304
370,Sep 27  2018,36.781836374001635
371,Sep 26  2018,35.37367600772061
372,Sep 25  2018,35.680532562245155
373,Sep 24  2018,36.94512286651556
374,Sep 23  2018,36.73120175557609
375,Sep 22  2018,36.45730958270329
376,Sep 21  2018,36.139902672665166
377,Sep 20  2018,34.96518889371079
378,Sep 19  2018,34.46746794158561
379,Sep 18  2018,35.39920077106606
380,Sep 17  2018,35.97633146015307
381,Sep 16  2018,36.57293865256199
382,Sep 15  2018,36.920340241006265
383,Sep 14  2018,39.09005797842683
384,Sep 13  2018,35.331343031365996
385,Sep 12  2018,33.881481373554934
386,Sep 11  2018,35.72713982072328
387,Sep 10  2018,35.71922533131509
388,Sep 09  2018,36.31540032989231
389,Sep 08  2018,37.14392579749907
390,Sep 07  2018,38.42752027556698
391,Sep 06  2018,35.54268999634775
392,Sep 05  2018,41.037330315323366
393,Sep 04  2018,41.30604153778127
394,Sep 03  2018,42.17418484591038
395,Sep 02  2018,42.294515971629835
396,Sep 01  2018,42.682661875857804
397,Aug 31  2018,40.49282608445692
398,Aug 30  2018,41.49214935639467
399,Aug 29  2018,41.49344889082204
400,Aug 28  2018,39.33882954378503
401,Aug 27  2018,37.57114996458776
402,Aug 26  2018,37.43902549322978
403,Aug 25  2018,38.73609934696845
404,Aug 24  2018,38.76694012314489
405,Aug 23  2018,35.13588414713937
406,Aug 22  2018,37.53353173356407
407,Aug 21  2018,36.28488920901318
408,Aug 20  2018,38.512244580072675
409,Aug 19  2018,38.70645158799442
410,Aug 18  2018,41.22665680555901
411,Aug 17  2018,40.22850007894089
412,Aug 16  2018,36.459847081209986
413,Aug 15  2018,38.41032847421174
414,Aug 14  2018,37.86577736355097
415,Aug 13  2018,39.001349065889194
416,Aug 12  2018,40.30994614049933
417,Aug 11  2018,41.83876015275615
418,Aug 10  2018,44.885211456044274
419,Aug 09  2018,45.28679795524547
420,Aug 08  2018,45.25950012463657
421,Aug 07  2018,48.08660939040034
422,Aug 06  2018,48.71741996204403
423,Aug 05  2018,48.76700673264754
424,Aug 04  2018,53.52641911127472
425,Aug 03  2018,53.0172389710972
426,Aug 02  2018,55.76240600898699
427,Aug 01  2018,53.663669085618665
428,Jul 31  2018,56.16135173188117
429,Jul 30  2018,59.73496561993933
430,Jul 29  2018,61.915054949650056
431,Jul 28  2018,61.19814671461041
432,Jul 27  2018,61.42000696988437
433,Jul 26  2018,63.00133177221424
434,Jul 25  2018,64.13687522820467
435,Jul 24  2018,66.84615080124797
436,Jul 23  2018,67.59062446703105
437,Jul 22  2018,69.13376854031337
438,Jul 21  2018,69.8028606289665
439,Jul 20  2018,69.83890361356364
440,Jul 19  2018,72.27763826584183
441,Jul 18  2018,72.77366286211483
442,Jul 17  2018,72.91749066450164
443,Jul 16  2018,67.68676923107881
444,Jul 15  2018,60.371344854099526
445,Jul 14  2018,54.575955359053275
446,Jul 13  2018,54.066946380753855
447,Jul 12  2018,55.47541787021985
448,Jul 11  2018,56.144959819730225
449,Jul 10  2018,58.17057612848383
450,Jul 09  2018,59.41628065673191
451,Jul 08  2018,60.81789572251542
452,Jul 07  2018,62.20344782706816
453,Jul 06  2018,63.71902803976105
454,Jul 05  2018,65.45015083927814
455,Jul 04  2018,66.76552439376391
456,Jul 03  2018,67.06840050787429
457,Jul 02  2018,67.68103981186691
458,Jul 01  2018,64.91309334988196
459,Jun 30  2018,65.14324670260538
460,Jun 29  2018,67.70096500362737
461,Jun 28  2018,65.38661968083562
462,Jun 27  2018,67.4146886569033
463,Jun 26  2018,70.7616052615865
464,Jun 25  2018,72.00466422405646
465,Jun 24  2018,70.94899670133869
466,Jun 23  2018,75.21862890645947
467,Jun 22  2018,86.45119901995818
468,Jun 21  2018,88.3418680907682
469,Jun 20  2018,87.86966962345466
470,Jun 19  2018,90.39592153583042
471,Jun 18  2018,91.20903519984348
472,Jun 17  2018,92.26093482594463
473,Jun 16  2018,87.82095979724808
474,Jun 15  2018,94.82898410227054
475,Jun 14  2018,94.81798887625537
476,Jun 13  2018,90.03704610264029
477,Jun 12  2018,90.10794931539019
478,Jun 11  2018,91.12695322370885
479,Jun 10  2018,98.33706818198004
480,Jun 09  2018,104.1325588175628
481,Jun 08  2018,103.34066707660412
482,Jun 07  2018,102.2981159345468
483,Jun 06  2018,96.50523951965995
484,Jun 05  2018,97.36539677751814
485,Jun 04  2018,95.8997773158421
486,Jun 03  2018,96.71471968929335
487,Jun 02  2018,98.52245435137141
488,Jun 01  2018,92.76152370882221
489,May 31  2018,88.64877457265558
490,May 30  2018,88.56621987965497
491,May 29  2018,90.55532083357939
492,May 28  2018,88.6776196238957
493,May 27  2018,91.65320243925939
494,May 26  2018,96.6319871159056
495,May 25  2018,99.80732233483805
496,May 24  2018,104.58125729020688
497,May 23  2018,108.35197657108142
498,May 22  2018,111.34792951805977
499,May 21  2018,113.70437802878156
500,May 20  2018,112.9271426663108
501,May 19  2018,104.6555530816378
502,May 18  2018,101.97080432055773
503,May 17  2018,94.62234778971435
504,May 16  2018,93.65616581645216
505,May 15  2018,98.0149170015813
506,May 14  2018,98.97606060266642
507,May 13  2018,88.75199501262908
508,May 12  2018,84.38807032288418
509,May 11  2018,91.2297655967303
510,May 10  2018,85.5529759617501
511,May 09  2018,83.83894594838016
512,May 08  2018,83.68224484196875
513,May 07  2018,86.6688221902416
514,May 06  2018,83.91986594817286
515,May 05  2018,86.80405774077185
516,May 04  2018,107.60891511466377
517,May 03  2018,79.85077006100454
518,May 02  2018,77.39650068299622
519,May 01  2018,80.10560714347355
520,Apr 30  2018,79.07074317080432
521,Apr 29  2018,83.91208740684016
522,Apr 28  2018,82.68227914727
523,Apr 27  2018,85.12575235138287
524,Apr 26  2018,79.47424777387623
525,Apr 25  2018,130.879427268289
526,Apr 24  2018,71.66318866188229
527,Apr 23  2018,62.33415164473708
528,Apr 22  2018,62.89989696310987
529,Apr 21  2018,63.145369743826826
530,Apr 20  2018,61.986027813104116
531,Apr 19  2018,57.61435992479541
532,Apr 18  2018,58.43074788798755
533,Apr 17  2018,57.71877504746456
534,Apr 16  2018,58.843693598973346
535,Apr 15  2018,60.456877229910525
536,Apr 14  2018,54.99495141812687
537,Apr 13  2018,56.418674893610834
538,Apr 12  2018,56.14694014943946
539,Apr 11  2018,48.495375332877074
540,Apr 10  2018,46.619253875737975
541,Apr 09  2018,48.03599772389564
542,Apr 08  2018,47.096743747598005
543,Apr 07  2018,46.52641295803497
544,Apr 06  2018,41.340756632532596
545,Apr 05  2018,40.278410945489746
546,Apr 04  2018,43.07762319253517
547,Apr 03  2018,43.15821010427811
548,Apr 02  2018,38.1991883232633
549,Apr 01  2018,36.76503951224845
550,Mar 31  2018,37.51847868054344
551,Mar 30  2018,37.71668019491184
552,Mar 29  2018,43.11545956089597
553,Mar 28  2018,44.09396871725119
554,Mar 27  2018,45.25145968099948
555,Mar 26  2018,47.613336988163994
556,Mar 25  2018,49.924280281609484
557,Mar 24  2018,51.580717736972304
558,Mar 23  2018,48.79020144700935
559,Mar 22  2018,50.58832442143648
560,Mar 21  2018,51.32245017762699
561,Mar 20  2018,51.21136956189498
562,Mar 19  2018,50.45201405682098
563,Mar 18  2018,48.79642322432935
564,Mar 17  2018,51.55306399195153
565,Mar 16  2018,52.3880725881945
566,Mar 15  2018,51.46488930851351
567,Mar 14  2018,55.74373720448764
568,Mar 13  2018,57.12101955864727
569,Mar 12  2018,60.641810015119134
570,Mar 11  2018,59.85269542236135
571,Mar 10  2018,59.81353764335286
572,Mar 09  2018,56.6598892046744
573,Mar 08  2018,62.35051806328544
574,Mar 07  2018,69.78010864965314
575,Mar 06  2018,74.91680899241291
576,Mar 05  2018,76.47173119883469
577,Mar 04  2018,74.86742917809768
578,Mar 03  2018,75.75046981742769
579,Mar 02  2018,77.08501964968757
580,Mar 01  2018,74.47421166807766
581,Feb 28  2018,74.73176881677956
582,Feb 27  2018,72.65021895830489
583,Feb 26  2018,70.37027573591448
584,Feb 25  2018,76.18396659732332
585,Feb 24  2018,71.85026474125333
586,Feb 23  2018,72.26336813476289
587,Feb 22  2018,72.21199966716834
588,Feb 21  2018,75.83397048338415
589,Feb 20  2018,82.69719707347694
590,Feb 19  2018,86.49862958127159
591,Feb 18  2018,90.36479424301017
592,Feb 17  2018,91.6683592158399
593,Feb 16  2018,84.82498986874504
594,Feb 15  2018,84.08709069814702
595,Feb 14  2018,75.61058485157227
596,Feb 13  2018,72.25820175035294
597,Feb 12  2018,73.83614329508057
598,Feb 11  2018,70.99985574214853
599,Feb 10  2018,76.99014192721806
600,Feb 09  2018,75.84986661202716
601,Feb 08  2018,72.9262915442951
602,Feb 07  2018,72.61107109875438
603,Feb 06  2018,69.10085733092949
604,Feb 05  2018,68.94318507628505
605,Feb 04  2018,82.99472292764426
606,Feb 03  2018,84.00551884523902
607,Feb 02  2018,78.72375773494969
608,Feb 01  2018,92.43294590492967
609,Jan 31  2018,93.43754960494714
610,Jan 30  2018,95.02173032074468
611,Jan 29  2018,91.26656653054407
612,Jan 28  2018,88.3189248338217
613,Jan 27  2018,87.15791498728092
614,Jan 26  2018,89.36286060335092
615,Jan 25  2018,90.50007258716983
616,Jan 24  2018,89.91654082962188
617,Jan 23  2018,87.9296424767112
618,Jan 22  2018,98.02243537671204
619,Jan 21  2018,108.69321950234205
620,Jan 20  2018,109.88387942274467
621,Jan 19  2018,102.66110236712913
622,Jan 18  2018,84.91597851623625
623,Jan 17  2018,78.39493528791971
624,Jan 16  2018,95.04376951422309
625,Jan 15  2018,101.63794583193754
626,Jan 14  2018,110.01545348879606
627,Jan 13  2018,114.0400557988904
628,Jan 12  2018,102.10728704914635
629,Jan 11  2018,99.52171469545685
630,Jan 10  2018,103.33332956060514
631,Jan 09  2018,110.13343761243915
632,Jan 08  2018,98.1258942763984
633,Jan 07  2018,106.61876850312538
634,Jan 06  2018,105.4440140767549
635,Jan 05  2018,105.4601592404365
636,Jan 04  2018,100.68365047536217
637,Jan 03  2018,99.53546383938367
638,Jan 02  2018,103.24853055999834
639,Jan 01  2018,99.51057137870208
640,Dec 31  2017,89.92088814167668
641,Dec 30  2017,89.06601940767467
642,Dec 29  2017,90.91317992635695
643,Dec 28  2017,86.28795023942565
644,Dec 27  2017,93.11558545455992
645,Dec 26  2017,87.59105111303785
646,Dec 25  2017,84.90419136544088
647,Dec 24  2017,80.29414348969652
648,Dec 23  2017,79.99551882187208
649,Dec 22  2017,84.48162726284437
650,Dec 21  2017,99.81649143264525
651,Dec 20  2017,89.04720795111763
652,Dec 19  2017,86.62582012466319
653,Dec 18  2017,83.45200140654167
654,Dec 17  2017,84.09704442973884
655,Dec 16  2017,80.73831600677318
656,Dec 15  2017,64.21440046727939
657,Dec 14  2017,65.49066216465707
658,Dec 13  2017,73.31985643813508
659,Dec 12  2017,63.80174335918926
660,Dec 11  2017,54.6685254949166
661,Dec 10  2017,52.75126715460957
662,Dec 09  2017,48.81365716249088
663,Dec 08  2017,48.19307796656592
664,Dec 07  2017,42.744751557483724
665,Dec 06  2017,46.898681209768746
666,Dec 05  2017,50.37369765174339
667,Dec 04  2017,48.726840976522176
668,Dec 03  2017,48.6151141551518
669,Dec 02  2017,49.43408390030626
670,Dec 01  2017,49.3017264174459
671,Nov 30  2017,56.898469296622736
672,Nov 29  2017,60.05114066138942
673,Nov 28  2017,50.12064208790499
674,Nov 27  2017,59.08026401448895
675,Nov 26  2017,55.608893429326535
676,Nov 25  2017,43.255553606944204
677,Nov 24  2017,42.6551129873657
678,Nov 23  2017,37.919873400931834
679,Nov 22  2017,33.360115791212536
680,Nov 21  2017,27.847801871085046
681,Nov 20  2017,27.892624062333248
682,Nov 19  2017,28.9088018380973
683,Nov 18  2017,28.345670138664133
684,Nov 17  2017,27.022626641543617
685,Nov 16  2017,26.56648043835459
686,Nov 15  2017,28.120694184505204
687,Nov 14  2017,27.410836115065443
688,Nov 13  2017,26.467325074494315
689,Nov 12  2017,24.95608591801737
690,Nov 11  2017,24.659492878209377
691,Nov 10  2017,26.526880712207166
692,Nov 09  2017,26.205396009236193
693,Nov 08  2017,24.90683615250822
694,Nov 07  2017,23.332744971016385
695,Nov 06  2017,23.231120618545457
696,Nov 05  2017,23.33979591789742
697,Nov 04  2017,23.70168447424392
698,Nov 03  2017,20.850981136689505
699,Nov 02  2017,19.380267326996584
700,Nov 01  2017,21.071490616688003
701,Oct 31  2017,23.01997380060726
702,Oct 30  2017,23.65011271161949
703,Oct 29  2017,26.333868634902668
704,Oct 28  2017,25.72662309622864
705,Oct 27  2017,25.950919836035382
706,Oct 26  2017,28.262066045489366
707,Oct 25  2017,30.604977815295474
708,Oct 24  2017,22.849466034485243
709,Oct 23  2017,20.70502522909085
710,Oct 22  2017,21.01933935303841
711,Oct 21  2017,21.343089873041524
712,Oct 20  2017,22.581448337753137
713,Oct 19  2017,21.938831214900727
714,Oct 18  2017,22.800210568648478
715,Oct 17  2017,24.16585009112828
716,Oct 16  2017,22.39434605729606
717,Oct 15  2017,23.35047209361074
718,Oct 14  2017,24.02686240201485
719,Oct 13  2017,23.355265026633628
720,Oct 12  2017,22.956147883976296
721,Oct 11  2017,22.9259214100887
722,Oct 10  2017,23.574607994408083
723,Oct 09  2017,22.788365292956154
724,Oct 08  2017,23.891634720499937
725,Oct 07  2017,25.198378431215264
726,Oct 06  2017,25.020719884608805
727,Oct 05  2017,26.105272674722126
728,Oct 04  2017,27.262345225252222
729,Oct 03  2017,27.54231307136144
730,Oct 02  2017,29.43012533172443
731,Oct 01  2017,27.881417763423254
732,Sep 30  2017,28.66069235825742
733,Sep 29  2017,28.37251053346201
734,Sep 28  2017,29.254382357916693
735,Sep 27  2017,29.946195128114397
736,Sep 26  2017,28.397071022345173
737,Sep 25  2017,29.13495751199869
738,Sep 24  2017,30.64104053021845
739,Sep 23  2017,31.57947072160709
740,Sep 22  2017,28.592852625964653
